"id","serverTime","userTime","gameVersion","playerId","playerBirthdate","playerRegion","playerCountry","playerGender","playerExternalId","playerCustomData","type","coordinates","section","customData.biobrick","customData.platform","customData.localplayerguid","customData.sametab","customData.devices","customData.device","customData.slot","customData.option","customData.energy","customData.sound","customData.newtab","customData","customData.dnabit","customData.nanobot","customData.plasmid","customData.count","customData.language","customData.controls","customData.gamelevel","customData.source","customData.life"
"6a31490b-51b9-4206-abb5-e49debf0a34f","2017-04-03T11:22:23.524Z","2017-04-03T11:22:22.247Z","043c1977-93bf-4991-804e-53366d2b718b","4e626271-086c-43e4-aa1b-4be41fced26a",,,,,,,"start","[-6, 143]","",,"""webglplayer""","""5195f914-ff8b-4e54-a654-68f373b57a65""",,,,,,,,,,,,,,,,,,
"800cb4d5-5f67-42ee-b4ed-87c13f1e925a","2017-04-03T11:22:24.728Z","2017-04-03T11:22:23.790Z","043c1977-93bf-4991-804e-53366d2b718b","4e626271-086c-43e4-aa1b-4be41fced26a",,,,,,,"selectmenu","[-6, 143]","",,,,,,,,"""RESUME""",,,,,,,,,,,,,
"a86d313e-a154-4152-b44f-35a3a1212c1e","2017-04-03T11:22:28.413Z","2017-04-03T11:22:27.476Z","043c1977-93bf-4991-804e-53366d2b718b","4e626271-086c-43e4-aa1b-4be41fced26a",,,,,,,"reach","[3, 134]","adventure1.Checkpoint01",,,,,,,,,,,,"null",,,,,,,,,
"e50e21d5-dcc3-454c-8524-f54f2ad6672a","2017-04-03T11:23:15.224Z","2017-04-03T11:23:13.872Z","043c1977-93bf-4991-804e-53366d2b718b","b5ab445a-56c9-4c5b-a6d0-86e8a286cd81",,,,,,,"selectmenu","[-6, 143]","",,,,,,,,"""CONTROLS""",,,,,,,,,,,,,
"81f5819b-7af4-4a23-9212-08dee6c3f26b","2017-04-03T11:23:15.247Z","2017-04-03T11:23:13.944Z","043c1977-93bf-4991-804e-53366d2b718b","08130b3e-c41f-4437-b8ea-bed1f316b41b",,,,,,,"start","[-6, 143]","",,"""webglplayer""","""5195f914-ff8b-4e54-a654-68f373b57a65""",,,,,,,,,,,,,,,,,,
"805f2091-75cc-4088-9f5b-5f4d00df5b26","2017-04-03T11:23:23.970Z","2017-04-03T11:23:21.565Z","043c1977-93bf-4991-804e-53366d2b718b","08130b3e-c41f-4437-b8ea-bed1f316b41b",,,,,,,"switch","[-6, 143]","",,,,,,,,,,,,,,,,,,,"""SANDBOX2""",,
"95edc283-798e-44ae-bf14-6359678734ea","2017-04-03T11:23:23.972Z","2017-04-03T11:23:21.562Z","043c1977-93bf-4991-804e-53366d2b718b","08130b3e-c41f-4437-b8ea-bed1f316b41b",,,,,,,"selectmenu","[-6, 143]","",,,,,,,,"""SANDBOX""",,,,,,,,,,,,,
"cda98990-3e8a-49d4-b39a-4735b27d98f9","2017-04-03T11:23:24.480Z","2017-04-03T11:23:23.545Z","043c1977-93bf-4991-804e-53366d2b718b","08130b3e-c41f-4437-b8ea-bed1f316b41b",,,,,,,"reach","[-125, 373]","sandbox2.Checkpoint01",,,,,,,,,,,,"null",,,,,,,,,
"65676cb7-60a5-4573-bc93-47ea3e00d51f","2017-04-03T11:23:29.900Z","2017-04-03T11:23:28.937Z","043c1977-93bf-4991-804e-53366d2b718b","08130b3e-c41f-4437-b8ea-bed1f316b41b",,,,,,,"selectmenu","[-125, 373]","sandbox2.Checkpoint01",,,,,,,,"""LEARNMORE""",,,,,,,,,,,,,
"9952e020-2e59-4d87-b695-bfe9638b9108","2017-04-03T11:23:36.342Z","2017-04-03T11:23:35.376Z","043c1977-93bf-4991-804e-53366d2b718b","08130b3e-c41f-4437-b8ea-bed1f316b41b",,,,,,,"gotomooc","[-125, 373]","sandbox2.Checkpoint01",,,,,,,,,,,,"null",,,,,,,,,
"52ee75d4-d00a-4707-9622-dcd32b7e58d3","2017-04-03T11:23:36.349Z","2017-04-03T11:23:35.388Z","043c1977-93bf-4991-804e-53366d2b718b","08130b3e-c41f-4437-b8ea-bed1f316b41b",,,,,,,"gotourl","[-125, 373]","sandbox2.Checkpoint01",,,,,,,,,,,"""http://igemhs.wix.com/mooc#!fundamental-facts/c5m9""",,,,,,,,,,
"71493e06-ad4e-432d-9850-39bf3871a3b2","2017-04-03T11:23:38.165Z","2017-04-03T11:23:37.230Z","043c1977-93bf-4991-804e-53366d2b718b","08130b3e-c41f-4437-b8ea-bed1f316b41b",,,,,,,"gotomooc","[-125, 373]","sandbox2.Checkpoint01",,,,,,,,,,,,"null",,,,,,,,,
"02f18c8e-c026-41b0-b0f0-347a511207d3","2017-04-03T11:23:38.184Z","2017-04-03T11:23:37.232Z","043c1977-93bf-4991-804e-53366d2b718b","08130b3e-c41f-4437-b8ea-bed1f316b41b",,,,,,,"gotourl","[-125, 373]","sandbox2.Checkpoint01",,,,,,,,,,,"""http://igemhs.wix.com/mooc#!fundamental-facts/c5m9""",,,,,,,,,,
"6525de1e-a2c5-497f-9e9e-8aa9c3d4524a","2017-04-03T11:23:38.903Z","2017-04-03T11:23:37.946Z","043c1977-93bf-4991-804e-53366d2b718b","08130b3e-c41f-4437-b8ea-bed1f316b41b",,,,,,,"gotomooc","[-125, 373]","sandbox2.Checkpoint01",,,,,,,,,,,,"null",,,,,,,,,
"58a95e53-391c-4562-818d-3e2cb3fe183f","2017-04-03T11:23:38.905Z","2017-04-03T11:23:37.970Z","043c1977-93bf-4991-804e-53366d2b718b","08130b3e-c41f-4437-b8ea-bed1f316b41b",,,,,,,"gotourl","[-125, 373]","sandbox2.Checkpoint01",,,,"""http://igemhs.wix.com/mooc#!fundamental-facts/c5m9""",,,,,,,,,,,,,,,,,
"d6ed1651-8fef-4337-809f-fff95b8fe176","2017-04-11T16:07:27.113Z","2017-04-11T16:07:23.521Z","043c1977-93bf-4991-804e-53366d2b718b","73e64404-ed3f-4c3b-a65d-7941f0d14f74",,,,,,,"start","[-229, -608]","",,"""webglplayer""","""4dbc2f43-421c-4e23-85d4-f17723ff8c66""",,,,,,,,,,,,,,,,,,
"8fea08fd-90b8-4652-b096-ecb1bee70d1c","2017-04-11T16:08:22.374Z","2017-04-11T16:08:18.781Z","043c1977-93bf-4991-804e-53366d2b718b","24bfbbef-c609-4262-8cad-53059f5abed2",,,,,,,"start","[-229, -608]","",,"""webglplayer""","""4dbc2f43-421c-4e23-85d4-f17723ff8c66""",,,,,,,,,,,,,,,,,,
"aa903844-5846-432a-962d-8a0d187e7c35","2016-10-12T17:16:33.751Z","2016-10-12T17:16:20.501Z","043c1977-93bf-4991-804e-53366d2b718b","bf3f50c3-e977-42c4-b84b-2685e6c0a9fd",,,,,,,"start","[-229, -608]","",,"""windowsplayer""","""a230f45b-dce8-4cc0-8280-33fc12807e70""",,,,,,,,,,,,,,,,,,
"0420cf4c-3064-4fe3-a3ff-f9205fa5ee45","2016-10-12T17:16:33.793Z","2016-10-12T17:16:20.404Z","043c1977-93bf-4991-804e-53366d2b718b","b5ab445a-56c9-4c5b-a6d0-86e8a286cd81",,,,,,,"configure","[0, 0]","",,,,,,,,,,"""OFF""",,,,,,,,,,,
"72c91bd7-2ac4-4bd1-9c9b-5de7ce0d4444","2016-10-12T17:17:17.288Z","2016-10-12T17:17:08.748Z","043c1977-93bf-4991-804e-53366d2b718b","bf3f50c3-e977-42c4-b84b-2685e6c0a9fd",,,,,,,"selectmenu","[-229, -608]","",,,,,,,,"""RESUME""",,,,,,,,,,,,,
"f91fabb2-6587-4017-a2f3-6842ec6b868a","2016-10-12T17:17:57.037Z","2016-10-12T17:17:45.927Z","043c1977-93bf-4991-804e-53366d2b718b","bf3f50c3-e977-42c4-b84b-2685e6c0a9fd",,,,,,,"death","[-229, -608]","",,,,,,,,,,,,"null",,,,,,,,,
"ba003d19-e283-4eb0-866d-8f0a8507e0ef","2016-10-12T17:17:57.525Z","2016-10-12T17:17:47.589Z","043c1977-93bf-4991-804e-53366d2b718b","bf3f50c3-e977-42c4-b84b-2685e6c0a9fd",,,,,,,"craft","[-229, -608]","",,,,,,"""PRCONS:RBS3:MOV:DTER""",,,,,,,,,,,,,,,
