"id","serverTime","userTime","gameVersion","playerId","playerBirthdate","playerRegion","playerCountry","playerGender","playerExternalId","playerCustomData","type","coordinates","section","customData.language","customData.platform","customData.localplayerguid","customData.controls","customData.sametab","customData.device","customData.option","customData.sound","customData.gamelevel","customData","customData.dnabit"
"b0bd0e35-abaf-4e95-be47-4789ac277844","2016-08-29T03:27:07.766Z","2016-08-29T03:23:13.684Z","fef94d5f-d99a-4212-9f21-87308293fb03","b0da6be7-f377-4702-aa52-b0f83b48ba04",,,,,,,"restart","[-229, -608]","",,,,,,,,,,"null",
"47190e09-2c4f-48ed-a28a-7f24e0ff24d3","2016-08-29T03:28:21.587Z","2016-08-29T03:24:27.499Z","fef94d5f-d99a-4212-9f21-87308293fb03","b0da6be7-f377-4702-aa52-b0f83b48ba04",,,,,,,"selectmenu","[-229, -608]","",,,,,,,"""RESUME""",,,,
"36c41d97-ce3f-43d7-b760-dfed063a5743","2016-08-29T03:28:24.773Z","2016-08-29T03:24:30.722Z","fef94d5f-d99a-4212-9f21-87308293fb03","b0da6be7-f377-4702-aa52-b0f83b48ba04",,,,,,,"selectmenu","[-229, -608]","",,,,,,,"""CONTROLS""",,,,
"898f5b04-7704-40cf-a765-90d3f56d1515","2016-08-29T03:28:26.426Z","2016-08-29T03:24:32.362Z","fef94d5f-d99a-4212-9f21-87308293fb03","b0da6be7-f377-4702-aa52-b0f83b48ba04",,,,,,,"configure","[-229, -608]","",,,,"""RightClickToMove""",,,,,,,
"c083c6c2-e630-49c9-923b-ae2b3c20b6db","2016-08-29T03:28:30.226Z","2016-08-29T03:24:36.126Z","fef94d5f-d99a-4212-9f21-87308293fb03","b0da6be7-f377-4702-aa52-b0f83b48ba04",,,,,,,"selectmenu","[-229, -608]","",,,,,,,"""RESUME""",,,,
"eb4eb947-17ee-4f0a-a83f-ae2cb2ab6ea4","2016-08-29T03:29:39.877Z","2016-08-29T03:25:45.776Z","fef94d5f-d99a-4212-9f21-87308293fb03","62c2588b-8d99-430a-a8ae-fd905b41e83b",,,,,,,"start","[-6, 143]","",,"""windowsplayer""","""305ed568-aff6-48a0-a5b8-9745afc6c51f""",,,,,,,,
"c08d8ccb-8096-40bc-a848-6990a80fe465","2016-08-29T03:29:45.381Z","2016-08-29T03:25:51.295Z","fef94d5f-d99a-4212-9f21-87308293fb03","62c2588b-8d99-430a-a8ae-fd905b41e83b",,,,,,,"selectmenu","[-6, 143]","",,,,,,,"""LEARNMORE""",,,,
"32af893d-4cdb-4572-9329-ab8f59afa56f","2016-08-29T03:29:49.007Z","2016-08-29T03:25:54.898Z","fef94d5f-d99a-4212-9f21-87308293fb03","62c2588b-8d99-430a-a8ae-fd905b41e83b",,,,,,,"switch","[-6, 143]","",,,,,,,,,"""SANDBOX2""",,
"5f3ebc2f-6814-46ae-a835-6b22535132d3","2016-08-29T03:29:49.010Z","2016-08-29T03:25:54.895Z","fef94d5f-d99a-4212-9f21-87308293fb03","62c2588b-8d99-430a-a8ae-fd905b41e83b",,,,,,,"selectmenu","[-6, 143]","",,,,,,,"""SANDBOX""",,,,
"6a6f6a6f-03ff-42fa-91d9-7450e29ba533","2016-08-29T03:29:50.268Z","2016-08-29T03:25:56.193Z","fef94d5f-d99a-4212-9f21-87308293fb03","62c2588b-8d99-430a-a8ae-fd905b41e83b",,,,,,,"reach","[-125, 373]","sandbox2.Checkpoint01",,,,,,,,,,"null",
"4588add9-834a-4c3d-a2e4-54a63c9cac5f","2016-08-29T03:30:32.818Z","2016-08-29T03:26:38.710Z","fef94d5f-d99a-4212-9f21-87308293fb03","62c2588b-8d99-430a-a8ae-fd905b41e83b",,,,,,,"reach","[-25, 187]","sandbox2.Checkpoint03",,,,,,,,,,"null",
"6d743041-2c3b-4b18-870b-dba88fce99a0","2016-08-29T03:31:03.592Z","2016-08-29T03:27:09.482Z","fef94d5f-d99a-4212-9f21-87308293fb03","62c2588b-8d99-430a-a8ae-fd905b41e83b",,,,,,,"switch","[-164, 133]","adventure1.Checkpoint03",,,,,,,,,"""ADVENTURE1""",,
"1cfa70ad-b81d-4aad-afc4-1c1076ce2e58","2016-08-29T03:31:03.592Z","2016-08-29T03:27:09.481Z","fef94d5f-d99a-4212-9f21-87308293fb03","62c2588b-8d99-430a-a8ae-fd905b41e83b",,,,,,,"selectmenu","[-164, 133]","sandbox2.Checkpoint03",,,,,,,"""ADVENTURE""",,,,
"bc5d858b-158b-40b4-9d80-5827092e6a7e","2016-08-29T03:31:08.820Z","2016-08-29T03:27:14.726Z","fef94d5f-d99a-4212-9f21-87308293fb03","62c2588b-8d99-430a-a8ae-fd905b41e83b",,,,,,,"reach","[2, 134]","adventure1.Checkpoint01",,,,,,,,,,"null",
"5bbdb983-62f8-4c38-afbe-9d56fae6a9e0","2016-08-29T03:31:25.243Z","2016-08-29T03:27:31.117Z","fef94d5f-d99a-4212-9f21-87308293fb03","62c2588b-8d99-430a-a8ae-fd905b41e83b",,,,,,,"pickup","[71, 98]","adventure1.Checkpoint01",,,,,,,,,,,"""PRCONS:RBS2:MOV:DTER"""
"7d37c5f8-d144-4de1-9660-ca1645605a4e","2016-08-29T03:31:29.805Z","2016-08-29T03:27:35.726Z","fef94d5f-d99a-4212-9f21-87308293fb03","62c2588b-8d99-430a-a8ae-fd905b41e83b",,,,,,,"equip","[71, 98]","adventure1.Checkpoint01",,,,,,"""PRCONS:RBS2:MOV:DTER""",,,,,
"3aa00d73-a02a-49e0-950d-fb59f8112767","2016-08-29T03:31:34.340Z","2016-08-29T03:27:40.228Z","fef94d5f-d99a-4212-9f21-87308293fb03","62c2588b-8d99-430a-a8ae-fd905b41e83b",,,,,,,"reach","[99, 128]","adventure1.Checkpoint02",,,,,,,,,,"null",
"da5acd47-6f90-4146-a6b8-e4aad739dd7e","2016-08-29T03:31:50.556Z","2016-08-29T03:27:56.011Z","fef94d5f-d99a-4212-9f21-87308293fb03","62c2588b-8d99-430a-a8ae-fd905b41e83b",,,,,,,"death","[156, 103]","adventure1.Checkpoint02",,,,,,,,,,"null",
"ae462e7d-ae55-45a2-8a72-c270ab537247","2016-08-29T03:38:52.235Z","2016-08-29T03:34:58.116Z","fef94d5f-d99a-4212-9f21-87308293fb03","2a0f1aad-c17a-41b2-b601-846082eaf526",,,,,,,"start","[-229, -608]","",,"""windowsplayer""","""305ed568-aff6-48a0-a5b8-9745afc6c51f""",,,,,,,,
"12ffc5c5-05c5-45a6-bc90-b30145d6c120","2016-08-29T03:38:59.262Z","2016-08-29T03:35:05.135Z","fef94d5f-d99a-4212-9f21-87308293fb03","2a0f1aad-c17a-41b2-b601-846082eaf526",,,,,,,"selectmenu","[-229, -608]","",,,,,,,"""RESUME""",,,,
"20cf3c96-fd36-450a-802b-71c9ed8bdc22","2016-08-29T03:40:11.253Z","2016-08-29T03:36:17.167Z","fef94d5f-d99a-4212-9f21-87308293fb03","2a0f1aad-c17a-41b2-b601-846082eaf526",,,,,,,"craft","[-152, -691]","",,,,,,"""PRCONS:RBS2:MOV:DTER""",,,,,
"26ee67f7-9c0a-43d4-9629-d3fc553f303e","2016-08-29T03:40:35.712Z","2016-08-29T03:36:41.658Z","fef94d5f-d99a-4212-9f21-87308293fb03","2a0f1aad-c17a-41b2-b601-846082eaf526",,,,,,,"reach","[-98, -623]","tutorial1.Checkpoint01",,,,,,,,,,"null",
"6d44830d-9aec-4dd1-a187-a1b4cc416ec8","2016-08-29T03:41:02.530Z","2016-08-29T03:37:08.448Z","fef94d5f-d99a-4212-9f21-87308293fb03","2a0f1aad-c17a-41b2-b601-846082eaf526",,,,,,,"death","[-235, -534]","tutorial1.Checkpoint01",,,,,,,,,,"null",
"0360c276-016b-4320-9cce-52735b1c37d7","2016-08-29T03:41:13.458Z","2016-08-29T03:37:19.378Z","fef94d5f-d99a-4212-9f21-87308293fb03","2a0f1aad-c17a-41b2-b601-846082eaf526",,,,,,,"selectmenu","[-147, -604]","tutorial1.Checkpoint01",,,,,,,"""RESUME""",,,,
"f58e17c5-e9e3-41ef-88d5-6c78ba5d42ba","2016-08-29T03:41:17.620Z","2016-08-29T03:37:23.543Z","fef94d5f-d99a-4212-9f21-87308293fb03","2a0f1aad-c17a-41b2-b601-846082eaf526",,,,,,,"selectmenu","[-125, -612]","tutorial1.Checkpoint01",,,,,,,"""RESUME""",,,,
"bd0656ed-ecfa-480c-abc0-a141735898b3","2016-08-29T04:07:09.632Z","2016-08-29T04:03:15.352Z","fef94d5f-d99a-4212-9f21-87308293fb03","84024c3d-8b2e-4f15-80d9-f95e4a1b13c6",,,,,,,"start","[-229, -608]","",,"""windowsplayer""","""305ed568-aff6-48a0-a5b8-9745afc6c51f""",,,,,,,,
"1df90c8d-773f-4f12-be35-ea0d20d7aead","2016-08-29T04:07:16.699Z","2016-08-29T04:03:22.589Z","fef94d5f-d99a-4212-9f21-87308293fb03","84024c3d-8b2e-4f15-80d9-f95e4a1b13c6",,,,,,,"selectmenu","[-229, -608]","",,,,,,,"""RESUME""",,,,
"20c06cb6-7429-489a-be06-e712aec6d4ad","2016-08-29T04:08:04.849Z","2016-08-29T04:04:10.763Z","fef94d5f-d99a-4212-9f21-87308293fb03","84024c3d-8b2e-4f15-80d9-f95e4a1b13c6",,,,,,,"selectmenu","[-229, -608]","",,,,,,,"""RESUME""",,,,
"bf61ace2-448a-4ec4-a805-993ce7768a8d","2016-08-29T04:08:18.455Z","2016-08-29T04:04:24.378Z","fef94d5f-d99a-4212-9f21-87308293fb03","84024c3d-8b2e-4f15-80d9-f95e4a1b13c6",,,,,,,"selectmenu","[-229, -608]","",,,,,,,"""RESUME""",,,,
"cfd1563b-a15f-460e-ab6b-fceceae1ce5d","2016-08-29T04:49:30.762Z","2016-08-29T04:45:36.613Z","fef94d5f-d99a-4212-9f21-87308293fb03","c0312ddd-9929-4201-8fcd-1d090a885c5b",,,,,,,"start","[-229, -608]","",,"""windowsplayer""","""305ed568-aff6-48a0-a5b8-9745afc6c51f""",,,,,,,,
"3b64389a-e16a-4efa-bcd3-1a59f709ebde","2016-08-29T04:49:49.476Z","2016-08-29T04:45:55.344Z","fef94d5f-d99a-4212-9f21-87308293fb03","c0312ddd-9929-4201-8fcd-1d090a885c5b",,,,,,,"restart","[-229, -608]","",,,,,,,,,,"null",
"eab9770f-68ca-4de4-ade0-f22b3b38b6ed","2016-08-29T04:49:49.477Z","2016-08-29T04:45:55.342Z","fef94d5f-d99a-4212-9f21-87308293fb03","c0312ddd-9929-4201-8fcd-1d090a885c5b",,,,,,,"selectmenu","[-229, -608]","",,,,,,,"""RESUME""",,,,
"4310a374-ac9a-499b-812d-b14d2670008b","2016-08-29T04:50:21.865Z","2016-08-29T04:46:27.741Z","fef94d5f-d99a-4212-9f21-87308293fb03","c0312ddd-9929-4201-8fcd-1d090a885c5b",,,,,,,"selectmenu","[-229, -608]","",,,,,,,"""RESUME""",,,,
"b2c4a19e-4d8b-4d70-a020-712d3d32f103","2016-08-30T05:44:15.244Z","2016-08-30T05:40:20.031Z","fef94d5f-d99a-4212-9f21-87308293fb03","b839bf31-15dc-469b-8661-32378f80aca1",,,,,,,"start","[-229, -608]","",,"""windowsplayer""","""305ed568-aff6-48a0-a5b8-9745afc6c51f""",,,,,,,,
"6860f701-925a-4a4a-8dce-16769f656168","2016-08-30T05:44:24.818Z","2016-08-30T05:40:25.545Z","fef94d5f-d99a-4212-9f21-87308293fb03","b839bf31-15dc-469b-8661-32378f80aca1",,,,,,,"selectmenu","[-229, -608]","",,,,,,,"""RESUME""",,,,
"1bbfeaa9-262a-485f-b7b4-e229e6a36f68","2016-08-30T05:46:50.107Z","2016-08-30T05:42:49.198Z","fef94d5f-d99a-4212-9f21-87308293fb03","b839bf31-15dc-469b-8661-32378f80aca1",,,,,,,"reach","[-108, -630]","tutorial1.Checkpoint01",,,,,,,,,,"null",
"15c92117-6c94-4314-9946-3afddd5e319e","2016-08-30T05:48:29.264Z","2016-08-30T05:44:32.906Z","fef94d5f-d99a-4212-9f21-87308293fb03","b839bf31-15dc-469b-8661-32378f80aca1",,,,,,,"death","[-293, -422]","tutorial1.Checkpoint01",,,,,,,,,,"null",
