"id","serverTime","userTime","gameVersion","playerId","playerBirthdate","playerRegion","playerCountry","playerGender","playerExternalId","playerCustomData","type","coordinates","section","customData.language","customData.platform","customData.localplayerguid","customData.sametab","customData.controls","customData.device","customData.option","customData.sound","customData.gamelevel","customData.newtab","customData","customData.dnabit"
"7e83695a-d5c3-43e9-9849-c036bb7df3a7","2016-02-05T03:16:40.450Z","2016-02-05T03:16:37.600Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","3607b3ec-9e2a-4043-9f07-8dbccee66cb3",,,,,,,"reach","[155, 625]","adventure1.Checkpoint06",,,,,,,,,,,"null",
"80317f4c-878a-474a-bfc8-866669e7ec7b","2016-02-05T03:17:00.434Z","2016-02-05T03:16:57.246Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","3607b3ec-9e2a-4043-9f07-8dbccee66cb3",,,,,,,"pickup","[163, 739]","adventure1.Checkpoint06",,,,,,,,,,,,"""PRCONS:RBS1:FLUO1:DTER"""
"c81ea83e-a218-4386-96b9-58ca25c8d892","2016-02-05T03:18:50.891Z","2016-02-05T03:18:48.042Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","3607b3ec-9e2a-4043-9f07-8dbccee66cb3",,,,,,,"equip","[163, 739]","adventure1.Checkpoint06",,,,,,"""PRCONS:RBS1:FLUO1:DTER""",,,,,,
"9d5097d8-595c-407d-9c72-5976869a9cbb","2016-02-05T03:19:25.419Z","2016-02-05T03:19:25.156Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","3607b3ec-9e2a-4043-9f07-8dbccee66cb3",,,,,,,"reach","[-159, 808]","adventure1.Checkpoint07",,,,,,,,,,,"null",
"e5b8d0fd-0570-416f-9307-91dd23aef8b1","2016-02-05T03:19:55.420Z","2016-02-05T03:19:53.725Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","3607b3ec-9e2a-4043-9f07-8dbccee66cb3",,,,,,,"reach","[-32, 872]","adventure1.Checkpoint08",,,,,,,,,,,"null",
"cecb7df4-8d44-41a4-8199-91056c4a11d4","2016-02-05T03:20:15.431Z","2016-02-05T03:20:11.169Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","3607b3ec-9e2a-4043-9f07-8dbccee66cb3",,,,,,,"complete","[-146, 1117]","adventure1.Checkpoint08",,,,,,,,,,,"null",
"f2390516-cc92-4fd3-9af8-4cd5d88a9703","2016-02-05T03:23:31.483Z","2016-02-05T03:23:26.367Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","4acee9a7-7295-44c6-85ec-b247a3b483b1",,,,,,,"start","[-6, 143]","",,"""osxwebplayer""","""4a9fded1-7ab7-48f5-b267-2fac6627ea5a""",,,,,,,,,
"0844a34a-7f91-4854-8829-4585f6ad9784","2016-02-05T03:23:31.483Z","2016-02-05T03:23:30.368Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","ff1cdcfc-9cfe-4b77-8562-3111808000e7",,,,,,,"selectmenu","[-6, 143]","",,,,,,,"""SANDBOX""",,,,,
"d43a3cd8-2bde-447d-8413-f36888c682c5","2016-02-05T03:23:31.483Z","2016-02-05T03:23:30.368Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","ff1cdcfc-9cfe-4b77-8562-3111808000e7",,,,,,,"switch","[-6, 143]","",,,,,,,,,"""SANDBOX2""",,,
"c9d8a1d6-12cb-4f87-a82c-3434a686eada","2016-02-05T03:23:31.483Z","2016-02-05T03:23:30.938Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","ff1cdcfc-9cfe-4b77-8562-3111808000e7",,,,,,,"reach","[-125, 373]","sandbox2.Checkpoint01",,,,,,,,,,,"null",
"6ee455c0-a792-4623-9690-fa066939f922","2016-02-07T18:09:42.147Z","2016-02-07T18:09:37.642Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","85de8fbc-b510-47c6-bfcd-ce829712c379",,,,,,,"start","[-6, 143]","",,"""osxwebplayer""","""8c83d8d2-f63a-49b4-b0da-2712080fc4d1""",,,,,,,,,
"fb148ea9-80f7-466f-be7e-628e273dd84d","2016-02-07T18:10:02.158Z","2016-02-07T18:10:00.131Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","85de8fbc-b510-47c6-bfcd-ce829712c379",,,,,,,"selectmenu","[-6, 143]","",,,,,,,"""RESUME""",,,,,
"db3305b9-94eb-400d-9ae3-8000dea12a5d","2016-02-07T18:10:42.256Z","2016-02-07T18:10:39.557Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","85de8fbc-b510-47c6-bfcd-ce829712c379",,,,,,,"reach","[-2, 134]","adventure1.Checkpoint01",,,,,,,,,,,"null",
"969a8eb5-b0ed-4ffe-b57c-9709a3839f60","2016-02-07T18:10:57.192Z","2016-02-07T18:10:56.873Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","85de8fbc-b510-47c6-bfcd-ce829712c379",,,,,,,"pickup","[72, 98]","adventure1.Checkpoint01",,,,,,,,,,,,"""PRCONS:RBS2:MOV:DTER"""
"935df22b-b5e0-49e4-90a1-af55391432c4","2016-02-07T18:11:17.220Z","2016-02-07T18:11:12.807Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","85de8fbc-b510-47c6-bfcd-ce829712c379",,,,,,,"equip","[72, 98]","adventure1.Checkpoint01",,,,,,"""PRCONS:RBS2:MOV:DTER""",,,,,,
"624568f0-baa9-4c02-b5cf-c8f64fb256ff","2016-02-07T18:12:27.323Z","2016-02-07T18:12:23.394Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","85de8fbc-b510-47c6-bfcd-ce829712c379",,,,,,,"death","[84, 93]","adventure1.Checkpoint01",,,,,,,,,,,"null",
"c47825d0-d7a4-49e0-883c-701e88417edc","2016-02-07T18:12:42.391Z","2016-02-07T18:12:38.003Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","85de8fbc-b510-47c6-bfcd-ce829712c379",,,,,,,"reach","[98, 126]","adventure1.Checkpoint02",,,,,,,,,,,"null",
"0f07911f-38f6-4d90-b911-844823bdc86a","2016-02-07T18:13:42.537Z","2016-02-07T18:13:40.497Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","85de8fbc-b510-47c6-bfcd-ce829712c379",,,,,,,"reach","[261, 274]","adventure1.Checkpoint03",,,,,,,,,,,"null",
"12fa9b40-1818-49dc-ae8e-123919c6ea54","2016-02-07T18:13:47.970Z","2016-02-07T18:13:47.601Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","85de8fbc-b510-47c6-bfcd-ce829712c379",,,,,,,"death","[268, 319]","adventure1.Checkpoint03",,,,,,,,,,,"null",
"9ed96795-5f00-4eb8-8ce8-b451f94102cc","2016-02-07T18:14:52.583Z","2016-02-07T18:14:47.895Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","85de8fbc-b510-47c6-bfcd-ce829712c379",,,,,,,"death","[334, 349]","adventure1.Checkpoint03",,,,,,,,,,,"null",
"bfc4b1fc-5339-4a15-be3d-86bc8f0dcbe9","2016-02-07T18:15:22.472Z","2016-02-07T18:15:17.962Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","85de8fbc-b510-47c6-bfcd-ce829712c379",,,,,,,"selectmenu","[255, 300]","adventure1.Checkpoint03",,,,,,,"""CONTROLS""",,,,,
"8603502d-a8ef-4de9-9ea3-98922429e5c7","2016-02-07T18:15:27.871Z","2016-02-07T18:15:27.182Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","85de8fbc-b510-47c6-bfcd-ce829712c379",,,,,,,"selectmenu","[255, 300]","adventure1.Checkpoint03",,,,,,,"""SANDBOX""",,,,,
"d5d39c52-a186-47ac-b5da-05caab7fdf13","2016-02-07T18:15:27.871Z","2016-02-07T18:15:27.182Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","85de8fbc-b510-47c6-bfcd-ce829712c379",,,,,,,"switch","[255, 300]","sandbox2.Checkpoint03",,,,,,,,,"""SANDBOX2""",,,
"091ca6a5-0471-4937-9e35-42ed37b59c0f","2016-02-07T18:15:28.073Z","2016-02-07T18:15:27.794Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","85de8fbc-b510-47c6-bfcd-ce829712c379",,,,,,,"reach","[-125, 373]","sandbox2.Checkpoint01",,,,,,,,,,,"null",
"f5a2bbcd-94fa-4746-80a3-947df5735e24","2016-02-07T18:15:42.880Z","2016-02-07T18:15:38.543Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","85de8fbc-b510-47c6-bfcd-ce829712c379",,,,,,,"selectmenu","[-130, 361]","sandbox2.Checkpoint01",,,,,,,"""RESUME""",,,,,
"c3f392c3-90e7-403f-9153-260d7cd631bf","2016-02-07T18:15:52.884Z","2016-02-07T18:15:52.260Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","85de8fbc-b510-47c6-bfcd-ce829712c379",,,,,,,"reach","[-29, 359]","sandbox2.Checkpoint08",,,,,,,,,,,"null",
"36df1028-3986-4ede-a9fd-c572faf6c6fc","2016-02-07T18:16:02.871Z","2016-02-07T18:16:01.604Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","85de8fbc-b510-47c6-bfcd-ce829712c379",,,,,,,"reach","[48, 300]","sandbox2.Checkpoint07",,,,,,,,,,,"null",
"a9935125-98f7-4eef-8e9c-637a8b6027af","2016-02-07T18:16:32.893Z","2016-02-07T18:16:29.956Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","85de8fbc-b510-47c6-bfcd-ce829712c379",,,,,,,"reach","[110, 62]","sandbox2.Checkpoint05",,,,,,,,,,,"null",
"c26d8eea-60e7-4882-93ae-583bf9f1e4e0","2016-02-07T18:16:42.895Z","2016-02-07T18:16:40.748Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","85de8fbc-b510-47c6-bfcd-ce829712c379",,,,,,,"reach","[-23, 56]","sandbox2.Checkpoint04",,,,,,,,,,,"null",
"d74b503c-d25e-4265-a798-354c06d3c2ab","2016-02-07T18:17:02.919Z","2016-02-07T18:17:02.269Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","85de8fbc-b510-47c6-bfcd-ce829712c379",,,,,,,"reach","[-120, 245]","sandbox2.Checkpoint02",,,,,,,,,,,"null",
"a2b9eceb-f00f-48bb-baea-5579752ed69a","2016-02-07T18:17:32.915Z","2016-02-07T18:17:27.951Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","85de8fbc-b510-47c6-bfcd-ce829712c379",,,,,,,"selectmenu","[39, 268]","sandbox2.Checkpoint02",,,,,,,"""LEARNMORE""",,,,,
"2289bf91-fc37-4c00-a655-2d70d3adff35","2016-02-09T23:19:52.989Z","2016-02-09T23:19:47.998Z","51b8a78a-8dd3-4a5e-9f41-01e6805e0f52","9fe9e95b-aa85-4a11-a73e-5d460f26e8a2",,,,,,,"start","[-6, 143]","",,"""osxwebplayer""","""cd3ca019-d3cf-43c3-8574-8174f1831bd0""",,,,,,,,,
