,Timestamp,Want to learn more about Biology,Want to learn more about Synthetic biology,Want to learn more about Video games,Want to learn more about Engineering,Played Hero.Coli,Age,Gender,Interested in video games,Interested in biology,Studied biology,Play video games,Heard about Synthetic biology or BioBricks,Volunteered to answer more questions,Enjoyed playing,Genotype and phenotype,BioBricks and devices composition,Ampicillin antibiotic,Name: Plasmid,Function: TER,Name: PR,Function - game: CDS,Name: TER,Function - biology: CDS,Name: RBS,Example: CDS,Name: CDS,Function: PR,Function: RBS,Function: Plasmid,Name: Operator XXX,Device: RBS:PCONS:FLHDC:TER XXX,Device: PCONS:RBS:FLHDC:TER,Device: PBAD:RBS:GFP:TER,Device: PBAD:GFP:RBS:TER XXX,Device: GFP:RBS:PCONS:TER XXX,Device: PCONS:GFP:RBS:TER XXX,Device: AMPR:RBS:PCONS:TER XXX,Device: RBS:PCONS:AMPR:TER XXX,Green fluorescence,Unequip the movement device: effect,Device: PBAD:RBS:ARA:TER,Remarks,userId,Language,Temporality
581,2018-04-11 14:19:32+00:00,Moderately,Not at all,A lot,Extremely,No / not yet,16,Female,Moderately,Not at all,Until the end of middle school,Moderately,No,Yes,A lot,Divide the bacterium,I don't know,Ampicillin,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, all the time",I don't know,I don't know,,6850e851-d998-4d79-955d-451a7c495884,fr,pretest
582,2018-04-11 14:23:53+00:00,A lot,A lot,Moderately,Moderately,No / not yet,15,Female,Moderately,Moderately,Until the end of high school,Rarely,No,Yes,A bit,Edit the DNA of the bacterium,RNA sequences,Ampicillin,I don't know,TER,PR,I don't know,TER,RBS,CDS,I don't know,PR,I don't know,None of these,I don't know,CDS,I don't know,I don't know,I don't know,I don't know,I don't know,The bricks are not well-ordered,I don't know,I don't know,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,I don't know,,8e132b9d-c665-443c-8b14-e79e1583a8af,fr,pretest
583,2018-04-11 14:49:25+00:00,Extremely,A lot,A lot,Extremely,No / not yet,25,Male,Extremely,A lot,Until the end of high school,Extremely,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,Edit the DNA of the bacterium,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Flagella quickly disappear one by one,I don't know,,c595e8cc-74d4-4bfc-ac20-ee758c7e58a1,fr,pretest
584,2018-04-11 14:53:31+00:00,Extremely,A lot,Extremely,A lot,I just played for the first time,23,Male,Extremely,Slightly,Until the end of high school,A lot,No,Yes,A lot,Edit the DNA of the bacterium,DNA sequences,Ampicillin,Plasmid,None of these,TER,CDS,None of these,Plasmid,CDS,CDS,TER,I don't know,RBS,TER,I don't know,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,I don't know,,d06aa7a1-c36f-4f5b-b5cd-fe1845dd2801,fr,posttest
585,2018-04-11 14:59:27+00:00,A lot,A lot,Extremely,Extremely,No / not yet,15,Female,Extremely,A lot,Until the end of high school,Moderately,No,Yes,Not applicable: not played yet,I don't know,DNA sequences,Ampicillin,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,None of these,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,It is active only in arabinose clouds,"Je ne connais vraiment pas grand chose à la biologie de synthèse, du coup, j'ai répondu a de nombreuses reprise ""Je ne sais pas"".",c3c1d772-792d-4dd0-a05d-45d4da5187e7,fr,pretest
586,2018-04-11 15:11:18+00:00,Extremely,Extremely,Extremely,Extremely,I just played for the first time,15,Female,Extremely,A lot,Until the end of high school,Moderately,No,Yes,A lot,Edit the DNA of the bacterium,RNA sequences,Ampicillin,I don't know,PR,I don't know,I don't know,TER,I don't know,I don't know,CDS,Plasmid,I don't know,RBS,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Nothing,I don't know,,c3c1d772-792d-4dd0-a05d-45d4da5187e7,fr,posttest
587,2018-04-11 15:11:20+00:00,A lot,A lot,Extremely,Extremely,No / not yet,27,Male,Extremely,Moderately,Until the end of middle school,Extremely,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,place au test ,64a5e3a5-f202-4327-a074-5d38cd97709f,fr,pretest
588,2018-04-11 15:15:44+00:00,A lot,Moderately,A lot,Moderately,No / not yet,23,Female,Moderately,Moderately,Not even in middle school,Moderately,No,Yes,Not applicable: not played yet,Edit the DNA of the bacterium,Amino-acids,I don't know,CDS,RBS,RBS,RBS,None of these,I don't know,PR,TER,PR,I don't know,I don't know,Plasmid,I don't know,It generates green fluorescence,It generates green fluorescence in presence of arabinose inducer,It generates green fluorescence in presence of arabinose inducer,It generates green fluorescence,I don't know,I don't know,I don't know,I don't know,"Under blue light, all the time",The bacterium dies,I don't know,,c6c89a3f-5bc6-40b6-8af2-6840940d8c60,fr,pretest
589,2018-04-11 15:21:02+00:00,Slightly,Slightly,Extremely,Moderately,No / not yet,13,Female,Extremely,Not at all,Not even in middle school,Extremely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6f1006f9-c8fc-4ac1-a6a7-1c6dd8a38e2a,fr,pretest
590,2018-04-11 15:28:24+00:00,Extremely,Extremely,Extremely,Extremely,I just played for the first time,25,Male,Extremely,A lot,Until the end of high school,Extremely,"Yes, but I don't exactly know what it means",Yes,A lot,Edit the DNA of the bacterium,DNA sequences,Ampicillin,Plasmid,TER,PR,CDS,TER,None of these,RBS,CDS,None of these,PR,RBS,Plasmid,CDS,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,It is active only in arabinose clouds,,c595e8cc-74d4-4bfc-ac20-ee758c7e58a1,fr,posttest
592,2018-04-11 15:42:57+00:00,Extremely,Extremely,Extremely,Extremely,I just played for the first time,27,Male,Extremely,Moderately,Until the end of middle school,Extremely,"Yes, but I don't exactly know what it means",Yes,Extremely,Edit the DNA of the bacterium,Proteins,Ampicillin,None of these,TER,TER,CDS,TER,PR,PR,I don't know,None of these,None of these,RBS,Plasmid,TER,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,It generates green fluorescence,The bricks are not well-ordered,It generates green fluorescence,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,It produces nothing since it induces itself,"très bon jeu, a force de tester diverses combinaisons, ont comprend +/- le fonctionnement génétique de la cellule, qui doit s'adapter pour se mouvoir et survivre. Les ""speedrunners"" verraient un bon challenge dans ce jeu (du au chrono de fin de partie).
Et j'aimerais qu'un max de gens puissent tester le jeu.

Bonne continuation!",64a5e3a5-f202-4327-a074-5d38cd97709f,fr,posttest
593,2018-04-11 15:55:20+00:00,Moderately,Slightly,Extremely,A lot,No / not yet,14,Male,Extremely,Moderately,Until the end of high school,A lot,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,PR,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,19a1c988-0e3d-4523-a394-cad4ac268497,fr,pretest
595,2018-04-11 16:37:33+00:00,Moderately,Moderately,Moderately,Moderately,I just played for the first time,,,,,,,,,Moderately,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,7e0f7c8d-b98b-42e9-99bf-b6845e9eaf5a,fr,posttest
597,2018-04-11 16:42:08+00:00,A lot,A lot,Extremely,A lot,I just played for the first time,14,Male,Extremely,Moderately,Until the end of high school,A lot,No,Yes,A lot,Edit the DNA of the bacterium,DNA sequences,Ampicillin,None of these,TER,PR,CDS,TER,I don't know,I don't know,I don't know,I don't know,I don't know,RBS,Plasmid,I don't know,The bricks are not well-ordered,It makes it possible to move faster,The bricks are not well-ordered,It generates green fluorescence in presence of arabinose inducer,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,"It produces more and more arabinose after being induced, because it induces itself",,19a1c988-0e3d-4523-a394-cad4ac268497,fr,posttest
601,2018-04-13 10:26:11+00:00,A lot,A lot,A lot,A lot,No / not yet,50,Female,Slightly,Extremely,At least until master's degree,Rarely,No,Yes,Not applicable: not played yet,Edit the DNA of the bacterium,I don't know,Ampicillin,I don't know,TER,PR,I don't know,TER,CDS,I don't know,I don't know,CDS,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"It produces more and more arabinose after being induced, because it induces itself",,a54a3753-066b-41f1-bbbf-cf1e154dba78,fr,pretest
602,2018-04-13 10:35:19+00:00,A lot,Slightly,Moderately,Slightly,No / not yet,27,Female,Slightly,Slightly,Until the end of middle school,Rarely,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,29501d32-767a-4e84-b7b1-29938d1d6393,fr,pretest
605,2018-04-13 11:05:02+00:00,A lot,A lot,A lot,A lot,I just played for the first time,50,Female,Slightly,Extremely,At least until master's degree,Rarely,No,Yes,Moderately,Edit the DNA of the bacterium,DNA sequences,Ampicillin,Plasmid,TER,PR,I don't know,TER,CDS,PR,CDS,CDS,PR,RBS,I don't know,PR,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,It is active only in arabinose clouds,,a54a3753-066b-41f1-bbbf-cf1e154dba78,fr,posttest
606,2018-04-13 11:13:06+00:00,Slightly,Slightly,Extremely,Slightly,I just played for the first time,16,Male,Extremely,Moderately,Not even in middle school,Extremely,No,No,Moderately,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, when the GFP device is equipped",The bacterium glows,I don't know,,fb48d3a7-3eb6-4752-bea5-b5252851d43f,fr,posttest
607,2018-04-13 11:13:50+00:00,Slightly,Slightly,Slightly,Slightly,I just played for the first time,17,Male,Extremely,Moderately,Until the end of high school,Extremely,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,38ef3b8d-dedc-4224-be1c-5d7372973cc0,fr,posttest
608,2018-04-13 11:16:58+00:00,Moderately,Moderately,Extremely,A lot,No / not yet,15,Male,Extremely,Slightly,Until the end of middle school,Extremely,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,Edit the DNA of the bacterium,DNA sequences,Arabinose,Plasmid,RBS,I don't know,None of these,TER,I don't know,CDS,I don't know,I don't know,RBS,I don't know,PR,I don't know,The bricks are not well-ordered,It generates green fluorescence in presence of arabinose inducer,It generates green fluorescence in presence of arabinose inducer,It generates green fluorescence,It makes it possible to move faster,I don't know,It generates antibiotic resistance,It generates green fluorescence in presence of arabinose inducer,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,It produces nothing since it induces itself,,eba7fdb3-33c4-4be9-b499-90325d8625ce,fr,pretest
609,2018-04-13 11:21:27+00:00,Moderately,Moderately,Extremely,Moderately,No / not yet,16,Male,Extremely,Moderately,Not even in middle school,Extremely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[l'utilisateur n'avait pas fini de remplir],fb48d3a7-3eb6-4752-bea5-b5252851d43f,fr,pretest
