,Timestamp,Want to learn more about Biology,Want to learn more about Synthetic biology,Want to learn more about Video games,Want to learn more about Engineering,Played Hero.Coli,Age,Gender,Interested in video games,Interested in biology,Studied biology,Play video games,Heard about Synthetic biology or BioBricks,Volunteered to answer more questions,Enjoyed playing,Genotype and phenotype,BioBricks and devices composition,Ampicillin antibiotic,Name: Plasmid,Function: TER,Name: PR,Function - game: CDS,Name: TER,Function - biology: CDS,Name: RBS,Example: CDS,Name: CDS,Function: PR,Function: RBS,Function: Plasmid,Name: Operator XXX,Device: RBS:PCONS:FLHDC:TER XXX,Device: PCONS:RBS:FLHDC:TER,Device: PBAD:RBS:GFP:TER,Device: PBAD:GFP:RBS:TER XXX,Device: GFP:RBS:PCONS:TER XXX,Device: PCONS:GFP:RBS:TER XXX,Device: AMPR:RBS:PCONS:TER XXX,Device: RBS:PCONS:AMPR:TER XXX,Green fluorescence,Unequip the movement device: effect,Device: PBAD:RBS:ARA:TER,Remarks,userId,Language,Temporality
100,2018-04-11 13:50:12+00:00,A lot,Moderately,A lot,Moderately,No / not yet,12,Male,A lot,A lot,Until the end of middle school,A lot,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e3fc1686-6802-4e36-9877-d1bb226a6f72,en,pretest
116,2018-04-14 12:21:23+00:00,Moderately,Slightly,Extremely,Extremely,No / not yet,24,Male,Extremely,Moderately,Until the end of high school,A lot,No,Yes,Not applicable: not played yet,Edit the DNA of the bacterium,I don't know,Ampicillin,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,3421dfc4-8085-4af7-bf73-a46e655fc2ca,en,pretest
117,2018-04-14 12:40:17+00:00,Moderately,Slightly,Extremely,Extremely,I just played for the first time,24,Male,Extremely,Moderately,Until the end of high school,A lot,No,Yes,Moderately,Move the bacterium,DNA sequences,Ampicillin,I don't know,None of these,I don't know,CDS,None of these,I don't know,I don't know,CDS,I don't know,PR,RBS,Plasmid,I don't know,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,"It produces more and more arabinose after being induced, because it induces itself",,3421dfc4-8085-4af7-bf73-a46e655fc2ca,en,posttest
126,2018-04-17 12:58:40+00:00,A lot,A lot,Extremely,A lot,No / not yet,42,Male,Extremely,A lot,Until the end of high school,A lot,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d79be9fe-e617-4ce1-a141-d38971f6e9b4,en,pretest
128,2018-04-17 13:26:35+00:00,A lot,A lot,A lot,A lot,I just played for the first time,42,Male,Extremely,A lot,Until the end of high school,A lot,No,No,Moderately,Edit the DNA of the bacterium,DNA sequences,Arabinose,CDS,None of these,PR,PR,None of these,TER,PR,I don't know,PR,I don't know,I don't know,I don't know,PR,It generates green fluorescence,It generates green fluorescence in presence of arabinose inducer,It generates green fluorescence,It generates antibiotic resistance,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,It makes it possible to move faster,It makes it possible to move faster,"Under blue light, all the time",The bacterium glows,It is active only in arabinose clouds,interesting and so funny approach to discover a bit more about biology,d79be9fe-e617-4ce1-a141-d38971f6e9b4,en,posttest
129,2018-04-17 13:35:20+00:00,Moderately,A lot,Extremely,Extremely,No / not yet,19,Male,Extremely,Moderately,Until bachelor's degree,Extremely,No,Yes,Extremely,Gather nanorobots,I don't know,Ampicillin,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, all the time",I don't know,I don't know,,6627912f-da9b-4406-a119-7b92c53af450,en,pretest
130,2018-04-17 16:24:46+00:00,A lot,Moderately,A lot,Moderately,I just played for the first time,17,Male,A lot,Moderately,Not even in middle school,A lot,"Yes, but I don't exactly know what it means",Yes,Moderately,Edit the DNA of the bacterium,DNA sequences,Ampicillin,I don't know,TER,I don't know,I don't know,TER,RBS,I don't know,I don't know,I don't know,CDS,RBS,Plasmid,PR,The bricks are not well-ordered,It generates green fluorescence,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, when the GFP device is equipped",Nothing,It is active only in arabinose clouds,it is a nice game and its a good idea to teach with games but its easy to get stuck if you don't know when you can craft new things and good luck improving this game,cb03d106-69f5-4504-bd05-38c0fef5b63c,en,posttest
138,2018-04-18 14:22:11+00:00,A lot,A lot,A lot,A lot,I just played for the first time,27,Male,Extremely,Moderately,Until the end of middle school,A lot,No,Yes,A lot,Edit the DNA of the bacterium,RNA sequences,Terminator,I don't know,Plasmid,TER,RBS,I don't know,None of these,I don't know,I don't know,TER,PR,CDS,CDS,I don't know,It generates green fluorescence in presence of arabinose inducer,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"In front of the doors, when the GFP device is equipped",The bacterium glows,I don't know,,39b30a7e-ff49-427d-bdb6-f387e56ba5db,en,posttest
150,2018-04-20 11:30:47+00:00,Moderately,A lot,Slightly,Moderately,I just played for the first time,,,,,,,,,Moderately,I don't know,I don't know,Terminator,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Plasmid,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,It generates antibiotic resistance,I don't know,I don't know,I don't know,I don't know,It generates green fluorescence,I don't know,I don't know,I don't know,The bacterium glows,I don't know,,4b19e51b-c81f-4cbb-af72-0dced3bbb52b,en,posttest
151,2018-04-20 11:44:50+00:00,A lot,Moderately,Slightly,Slightly,No / not yet,19,Female,Moderately,A lot,Until the end of middle school,Moderately,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad580e35-08d5-45f7-9480-52b54c814d75,en,pretest
152,2018-04-20 12:23:49+00:00,A lot,Moderately,Slightly,Slightly,I just played for the first time,19,Female,Moderately,A lot,Until the end of middle school,Moderately,"Yes, but I don't exactly know what it means",No,Not at all,I don't know,DNA sequences,Ampicillin,I don't know,None of these,PR,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence,The bricks are not well-ordered,The bricks are not well-ordered,It generates green fluorescence in presence of arabinose inducer,The bricks are not well-ordered,It generates antibiotic resistance,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,I don't know,,ad580e35-08d5-45f7-9480-52b54c814d75,en,posttest
153,2018-04-20 13:09:20+00:00,Slightly,Moderately,Slightly,Extremely,No / not yet,15,Female,Slightly,Moderately,Until the end of high school,Not at all,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,Divide the bacterium,RNA sequences,Ampicillin,I don't know,I don't know,I don't know,I don't know,TER,Plasmid,PR,I don't know,TER,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, when the GFP device is equipped",The bacterium glows,It is active only in arabinose clouds,,78e2585b-4ae2-4c55-a4a2-ed3707ed2fef,en,pretest
155,2018-04-20 13:14:25+00:00,Slightly,Moderately,Extremely,Slightly,No / not yet,21,Female,A lot,Slightly,Until the end of middle school,Moderately,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,315e916f-fc68-4ab5-8a14-08999dd6dc5e,en,pretest
156,2018-04-20 13:39:45+00:00,Slightly,Moderately,Slightly,A lot,I just played for the first time,15,Female,Slightly,Moderately,Until the end of high school,Not at all,"Yes, but I don't exactly know what it means",Yes,Not at all,Edit the DNA of the bacterium,RNA sequences,Ampicillin,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,It is active only in arabinose clouds,,78e2585b-4ae2-4c55-a4a2-ed3707ed2fef,en,posttest
157,2018-04-20 13:44:49+00:00,A lot,Moderately,Slightly,Slightly,No / not yet,15,Female,Slightly,Moderately,Until the end of high school,Rarely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b21a6046-8129-4af9-a8fa-f6e293b73392,en,pretest
158,2018-04-20 13:48:43+00:00,A lot,Moderately,Slightly,Slightly,I just played for the first time,15,Female,Slightly,Moderately,Until the end of high school,Rarely,No,No,Moderately,Edit the DNA of the bacterium,I don't know,Ampicillin,RBS,None of these,I don't know,RBS,None of these,PR,Plasmid,CDS,RBS,TER,PR,TER,TER,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, when the GFP device is equipped",I don't know,I don't know,,b21a6046-8129-4af9-a8fa-f6e293b73392,en,posttest
160,2018-04-20 13:57:30+00:00,A lot,A lot,Extremely,Extremely,No / not yet,20,Male,Extremely,A lot,Until the end of high school,Extremely,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Plasmid,TER,I don't know,I don't know,I don't know,CDS,I don't know,RBS,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Flagella quickly disappear one by one,I don't know,,f3917a26-aeb8-49e7-b322-f84889bdf8bc,en,pretest
163,2018-04-20 14:36:48+00:00,Moderately,Moderately,Extremely,Slightly,I just played for the first time,21,Female,A lot,Slightly,Until the end of middle school,Moderately,"Yes, but I don't exactly know what it means",Yes,Moderately,Edit the DNA of the bacterium,DNA sequences,Ampicillin,Plasmid,None of these,TER,RBS,None of these,CDS,CDS,TER,Plasmid,CDS,RBS,Plasmid,CDS,The bricks are not well-ordered,It generates green fluorescence,I don't know,I don't know,The bricks are not well-ordered,I don't know,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,I don't know,,315e916f-fc68-4ab5-8a14-08999dd6dc5e,en,posttest
164,2018-04-20 14:48:11+00:00,A lot,A lot,Extremely,Extremely,I just played for the first time,20,Male,Extremely,A lot,Until the end of high school,Extremely,No,Yes,Extremely,Edit the DNA of the bacterium,Proteins,Ampicillin,Plasmid,TER,PR,CDS,TER,CDS,CDS,CDS,TER,TER,RBS,Plasmid,I don't know,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,It generates green fluorescence,The bricks are not well-ordered,It generates green fluorescence,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,"It produces more and more arabinose after being induced, because it induces itself","Very pleasant to play, perhaps the scientific vocabular was a bit surprising at first, but it remains very easy to play with, fun, complex enough and not too punishing - even though some parts were very tricky.",f3917a26-aeb8-49e7-b322-f84889bdf8bc,en,posttest
165,2018-04-20 15:07:47+00:00,Slightly,Slightly,Slightly,Moderately,No / not yet,39,Female,Slightly,Moderately,Until the end of middle school,Rarely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a637c17e-fdaf-4fa8-917d-e338e00a2eeb,en,pretest
166,2018-04-20 15:40:55+00:00,Slightly,Slightly,Not at all,Slightly,I just played for the first time,39,Female,Slightly,Moderately,Until the end of middle school,Rarely,No,No,Not applicable: not played yet,Gather nanorobots,I don't know,Terminator,I don't know,I don't know,I don't know,Plasmid,TER,I don't know,I don't know,RBS,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, when the GFP device is equipped",I don't know,I don't know,It is not clear explanation.,a637c17e-fdaf-4fa8-917d-e338e00a2eeb,en,posttest
183,2018-04-24 13:24:28+00:00,Moderately,Moderately,Extremely,A lot,No / not yet,12,Female,Extremely,Moderately,Until the end of middle school,A lot,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f864bdfb-aefb-4667-bae5-ca10f3ed73ac,en,pretest
186,2018-04-24 15:06:13+00:00,Moderately,Moderately,Slightly,Moderately,I just played for the first time,33,Female,Moderately,A lot,Until bachelor's degree,Rarely,No,No,A bit,Move the bacterium,Proteins,Ampicillin,I don't know,TER,I don't know,I don't know,None of these,TER,I don't know,PR,I don't know,CDS,PR,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,It generates green fluorescence in presence of arabinose inducer,I don't know,I don't know,I don't know,"In front of the doors, when the GFP device is equipped",The bacterium glows,I don't know,,645c63c7-7855-4622-8f54-c28dc40456f7,en,posttest
187,2018-04-24 15:17:29+00:00,Moderately,Moderately,Extremely,A lot,I just played for the first time,12,Female,Extremely,Moderately,Until the end of middle school,A lot,No,No,A lot,Edit the DNA of the bacterium,DNA sequences,Ampicillin,I don't know,None of these,I don't know,CDS,Plasmid,CDS,I don't know,CDS,I don't know,None of these,RBS,Plasmid,I don't know,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,I don't know,,f864bdfb-aefb-4667-bae5-ca10f3ed73ac,en,posttest
192,2018-04-25 14:47:35+00:00,A lot,A lot,A lot,Moderately,No / not yet,15,Male,A lot,A lot,Until the end of middle school,Rarely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e94b693-df8f-4ad0-9f02-4aac6929bdaa,en,pretest
193,2018-04-25 15:45:14+00:00,A lot,A lot,A lot,Moderately,I just played for the first time,15,Male,A lot,A lot,Until the end of middle school,Rarely,No,No,A lot,Edit the DNA of the bacterium,RNA sequences,Ampicillin,None of these,TER,I don't know,None of these,None of these,None of these,None of these,CDS,Plasmid,PR,RBS,Plasmid,I don't know,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,I don't know,"nice game, but it isn't available in german. I had struggles with the names of the codes. ",1e94b693-df8f-4ad0-9f02-4aac6929bdaa,en,posttest
204,2018-04-27 14:10:25+00:00,A lot,Moderately,Slightly,Not at all,No / not yet,19,Female,Slightly,A lot,Until bachelor's degree,Rarely,No,Yes,Not applicable: not played yet,Edit the DNA of the bacterium,I don't know,Ampicillin,Plasmid,I don't know,I don't know,I don't know,None of these,I don't know,I don't know,I don't know,TER,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,"It produces more and more arabinose after being induced, because it induces itself",,08abb9c6-1835-46e5-85b5-fe15e536d994,en,pretest
545,2018-04-10 12:42:54+00:00,Slightly,Not at all,Moderately,Moderately,No / not yet,21,Male,Slightly,Not at all,Until the end of middle school,Rarely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d06181ef-a682-4fc0-8a29-4828b94e563b,fr,pretest
547,2018-04-10 12:52:15+00:00,Moderately,A lot,A lot,A lot,No / not yet,24,Male,A lot,Moderately,Until the end of high school,Moderately,No,Yes,Not applicable: not played yet,Edit the DNA of the bacterium,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,It produces arabinose all the time,"Je ne me suis pas assez cultivé en biologie, je ne connais rien malheureusement",6cf861f2-93ff-445a-831f-e46ca50720a5,fr,pretest
549,2018-04-10 13:30:45+00:00,Not at all,Not at all,Moderately,Slightly,I just played for the first time,21,Male,Slightly,Not at all,Until the end of middle school,Rarely,No,No,Not at all,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,TER,I don't know,I don't know,CDS,PR,None of these,I don't know,CDS,PR,The bricks are not well-ordered,It makes it possible to move faster,I don't know,I don't know,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"In front of the doors, when the GFP device is equipped",I don't know,I don't know,,d06181ef-a682-4fc0-8a29-4828b94e563b,fr,posttest
551,2018-04-10 13:33:33+00:00,A lot,A lot,Moderately,Moderately,I just played for the first time,24,Male,A lot,Moderately,Until the end of high school,Moderately,No,Yes,Moderately,Edit the DNA of the bacterium,DNA sequences,Ampicillin,I don't know,TER,RBS,I don't know,TER,I don't know,I don't know,I don't know,I don't know,Plasmid,I don't know,PR,I don't know,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,It generates antibiotic resistance,The bricks are not well-ordered,"In front of the doors, when the GFP device is equipped",Flagella quickly disappear one by one,It is active only in arabinose clouds,,6cf861f2-93ff-445a-831f-e46ca50720a5,fr,posttest
552,2018-04-10 14:02:26+00:00,A lot,A lot,A lot,Slightly,No / not yet,19,Male,A lot,A lot,Until the end of middle school,Moderately,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,56ed28ea-6c2d-48c5-be37-142448850eae,fr,pretest
553,2018-04-10 14:02:58+00:00,Moderately,Moderately,Extremely,Extremely,No / not yet,18,Male,Extremely,Moderately,Until the end of middle school,Extremely,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,poste 1,262b810a-925a-4744-a150-392afbd819c1,fr,pretest
554,2018-04-10 14:08:24+00:00,Moderately,Moderately,Extremely,Extremely,I just played for the first time,18,Male,Extremely,Moderately,Until the end of middle school,Extremely,No,Yes,A lot,Gather nanobots,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,poste 1,262b810a-925a-4744-a150-392afbd819c1,fr,posttest
555,2018-04-10 14:08:24+00:00,A lot,A lot,A lot,Moderately,I just played for the first time,19,Male,A lot,A lot,Until the end of middle school,Moderately,No,Yes,A lot,Edit the DNA of the bacterium,Proteins,Arabinose,TER,CDS,PR,CDS,TER,CDS,PR,PR,CDS,PR,CDS,PR,PR,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,poste 2,56ed28ea-6c2d-48c5-be37-142448850eae,fr,posttest
556,2018-04-10 14:26:47+00:00,A lot,Slightly,Extremely,Extremely,No / not yet,12,Male,A lot,Slightly,Not even in middle school,A lot,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poste 1,09318e51-6794-429d-a7d2-381474c9aa53,fr,pretest
557,2018-04-10 14:48:35+00:00,A lot,Moderately,Extremely,A lot,I just played for the first time,12,Male,A lot,Slightly,Not even in middle school,A lot,No,No,A lot,Edit the DNA of the bacterium,DNA sequences,GFP,I don't know,I don't know,I don't know,I don't know,I don't know,None of these,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,I don't know,I don't know,I don't know,I don't know,"Under blue light, all the time",Nothing,I don't know,il faut il jouer longtemps pour comprendre bien le jeu,09318e51-6794-429d-a7d2-381474c9aa53,fr,posttest
559,2018-04-10 15:05:55+00:00,Moderately,Slightly,A lot,Slightly,No / not yet,23,Male,A lot,Slightly,Until the end of high school,A lot,No,Yes,Not applicable: not played yet,Edit the DNA of the bacterium,Proteins,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,4731525f-62dd-4128-ab56-3991b403e17e,fr,pretest
560,2018-04-10 15:07:32+00:00,A lot,A lot,A lot,A lot,I just played for the first time,,,,,,,,,A bit,Edit the DNA of the bacterium,DNA sequences,Ampicillin,PR,PR,TER,I don't know,TER,I don't know,I don't know,CDS,TER,PR,RBS,I don't know,I don't know,It generates green fluorescence,It generates green fluorescence in presence of arabinose inducer,It makes it possible to move faster,It makes it possible to move faster,It makes it possible to move faster,It generates antibiotic resistance,It generates antibiotic resistance,It generates antibiotic resistance,"Under blue light, all the time",The bacterium dies,"It produces more and more arabinose after being induced, because it induces itself",,e79d806e-3d0b-49f8-a5e8-23de5548b770,fr,posttest
561,2018-04-10 15:17:51+00:00,Slightly,Slightly,Extremely,Extremely,I just played for the first time,,,,,,,,,Moderately,Edit the DNA of the bacterium,I don't know,Arabinose,I don't know,TER,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"In front of the doors, when the GFP device is equipped",Flagella quickly disappear one by one,I don't know,,11f2a074-92cf-4ad7-9ddd-37a08edc2914,fr,posttest
563,2018-04-10 16:18:55+00:00,Not at all,Not at all,A lot,Slightly,I just played for the first time,,,,,,,,,A lot,Edit the DNA of the bacterium,I don't know,Ampicillin,I don't know,I don't know,I don't know,I don't know,TER,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Plasmid,CDS,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, when the GFP device is equipped",The bacterium glows,I don't know,"mettre un onglet explicitant ce qu'il faut faire devant un obstacle, plutôt que de tout expliciter au début ",e0bb3804-6f83-4209-ba29-7ffbf1a634f9,fr,posttest
564,2018-04-10 16:34:24+00:00,Slightly,Not at all,A lot,Not at all,I just played for the first time,23,Male,A lot,Slightly,Until the end of high school,A lot,No,Yes,Moderately,Edit the DNA of the bacterium,DNA sequences,Ampicillin,Plasmid,TER,PR,RBS,TER,None of these,CDS,CDS,I don't know,I don't know,RBS,Plasmid,None of these,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,I don't know,The bricks are not well-ordered,It generates antibiotic resistance,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,It is active only in arabinose clouds,un animateur sympa :D,4731525f-62dd-4128-ab56-3991b403e17e,fr,posttest
566,2018-04-11 11:07:20+00:00,A lot,Moderately,Extremely,Extremely,No / not yet,26,Male,A lot,Moderately,Until the end of high school,A lot,No,Yes,Not applicable: not played yet,I don't know,I don't know,Ampicillin,I don't know,I don't know,I don't know,I don't know,TER,Plasmid,I don't know,I don't know,I don't know,I don't know,RBS,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,081d1c6d-8f95-4d24-9176-a44641e41e8c,fr,pretest
567,2018-04-11 11:45:17+00:00,Moderately,Moderately,Extremely,Extremely,I just played for the first time,26,Male,A lot,Moderately,Until the end of high school,A lot,No,Yes,Extremely,Edit the DNA of the bacterium,RNA sequences,Ampicillin,Plasmid,None of these,TER,CDS,None of these,CDS,CDS,CDS,CDS,PR,RBS,Plasmid,PR,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,It makes it possible to move faster,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,It produces nothing since it induces itself,,081d1c6d-8f95-4d24-9176-a44641e41e8c,fr,posttest
568,2018-04-11 12:15:07+00:00,A lot,Moderately,A lot,A lot,No / not yet,32,Female,Moderately,A lot,Until the end of high school,Moderately,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,2962cada-f998-4cb6-bb25-e8ff2f486dd0,fr,pretest
571,2018-04-11 12:40:17+00:00,A lot,Moderately,Extremely,A lot,No / not yet,20,Male,Extremely,Moderately,Until the end of high school,Extremely,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,ad7b68aa-c031-4368-80c5-ee26e71594f4,fr,pretest
573,2018-04-11 13:16:32+00:00,A lot,Moderately,A lot,Moderately,I just played for the first time,32,Female,Moderately,A lot,Until the end of high school,Moderately,No,Yes,A lot,Gather nanobots,DNA sequences,Ampicillin,I don't know,TER,PR,I don't know,TER,I don't know,I don't know,I don't know,I don't know,TER,I don't know,RBS,I don't know,I don't know,I don't know,It generates antibiotic resistance,It makes it possible to move faster,I don't know,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,It generates green fluorescence,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,It is active only in arabinose clouds,,2962cada-f998-4cb6-bb25-e8ff2f486dd0,fr,posttest
576,2018-04-11 13:32:36+00:00,A lot,Slightly,A lot,A lot,No / not yet,23,Male,Extremely,Slightly,Until the end of high school,A lot,No,Yes,Not applicable: not played yet,Edit the DNA of the bacterium,RNA sequences,Ampicillin,I don't know,I don't know,I don't know,I don't know,None of these,I don't know,I don't know,I don't know,RBS,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,d06aa7a1-c36f-4f5b-b5cd-fe1845dd2801,fr,pretest
577,2018-04-11 13:42:53+00:00,Moderately,Moderately,Extremely,Extremely,I just played for the first time,20,Male,Extremely,Moderately,Until the end of high school,Extremely,"Yes, but I don't exactly know what it means",Yes,A lot,Edit the DNA of the bacterium,DNA sequences,Ampicillin,Plasmid,TER,CDS,CDS,TER,None of these,RBS,I don't know,I don't know,PR,RBS,Plasmid,PR,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,It is active only in arabinose clouds,,ad7b68aa-c031-4368-80c5-ee26e71594f4,fr,posttest
579,2018-04-11 13:58:30+00:00,Moderately,Not at all,Extremely,Extremely,No / not yet,15,Female,Extremely,Not at all,Until the end of middle school,Moderately,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3006900c-37d2-44dd-a8e6-674f6fd1cae3,fr,pretest
