,antecedants,consequents,support,confidence
241,"frozenset({'Q15', 'Q17', 'Q21'})","frozenset({'Q26', 'Q19'})",118,0.9833333333333333
242,"frozenset({'Q17', 'Q21'})","frozenset({'Q15', 'Q26', 'Q19'})",118,0.9516129032258065
243,"frozenset({'Q15', 'Q21'})","frozenset({'Q26', 'Q17', 'Q19'})",118,0.8805970149253731
244,"frozenset({'Q15', 'Q17', 'Q21', 'Q26'})",frozenset({'Q19'}),118,0.9915966386554622
245,"frozenset({'Q26', 'Q17', 'Q21'})","frozenset({'Q15', 'Q19'})",118,0.959349593495935
246,"frozenset({'Q15', 'Q26', 'Q21'})","frozenset({'Q17', 'Q19'})",118,0.8872180451127819
247,"frozenset({'Q22', 'Q20', 'Q27', 'Q19'})",frozenset({'Q21'}),118,0.9915966386554622
248,"frozenset({'Q22', 'Q27', 'Q19'})","frozenset({'Q20', 'Q21'})",118,0.9365079365079365
249,"frozenset({'Q22', 'Q27'})","frozenset({'Q20', 'Q21', 'Q19'})",118,0.9291338582677166
250,"frozenset({'Q22', 'Q20', 'Q27'})","frozenset({'Q21', 'Q19'})",118,0.9915966386554622
251,"frozenset({'Q22', 'Q21', 'Q27', 'Q19'})",frozenset({'Q20'}),118,0.9516129032258065
252,"frozenset({'Q22', 'Q21', 'Q27'})","frozenset({'Q20', 'Q19'})",118,0.9516129032258065
253,"frozenset({'Q22', 'Q21', 'Q20', 'Q19'})",frozenset({'Q27'}),118,0.921875
254,"frozenset({'Q22', 'Q20', 'Q19'})","frozenset({'Q21', 'Q27'})",118,0.9076923076923077
255,"frozenset({'Q22', 'Q20'})","frozenset({'Q21', 'Q27', 'Q19'})",118,0.9076923076923077
256,"frozenset({'Q22', 'Q21', 'Q19'})","frozenset({'Q20', 'Q27'})",118,0.8740740740740741
257,"frozenset({'Q22', 'Q21'})","frozenset({'Q20', 'Q27', 'Q19'})",118,0.8740740740740741
258,"frozenset({'Q22', 'Q21', 'Q20'})","frozenset({'Q27', 'Q19'})",118,0.921875
259,"frozenset({'Q22', 'Q21', 'Q20', 'Q27'})",frozenset({'Q19'}),118,1.0
260,"frozenset({'Q22', 'Q21', 'Q1', 'Q19'})",frozenset({'Q26'}),119,0.9754098360655737
261,"frozenset({'Q22', 'Q1', 'Q19'})","frozenset({'Q26', 'Q21'})",119,0.952
262,"frozenset({'Q22', 'Q19'})","frozenset({'Q26', 'Q21', 'Q1'})",119,0.85
263,"frozenset({'Q22', 'Q1'})","frozenset({'Q26', 'Q21', 'Q19'})",119,0.937007874015748
264,"frozenset({'Q22', 'Q21', 'Q19'})","frozenset({'Q26', 'Q1'})",119,0.8814814814814815
265,"frozenset({'Q22', 'Q21', 'Q1'})","frozenset({'Q26', 'Q19'})",119,0.9754098360655737
266,"frozenset({'Q22', 'Q21'})","frozenset({'Q26', 'Q1', 'Q19'})",119,0.8814814814814815
267,"frozenset({'Q26', 'Q1', 'Q22', 'Q19'})",frozenset({'Q21'}),119,0.9754098360655737
268,"frozenset({'Q26', 'Q22', 'Q19'})","frozenset({'Q21', 'Q1'})",119,0.8880597014925373
269,"frozenset({'Q26', 'Q1', 'Q22'})","frozenset({'Q21', 'Q19'})",119,0.9596774193548387
270,"frozenset({'Q26', 'Q22'})","frozenset({'Q21', 'Q1', 'Q19'})",119,0.875
271,"frozenset({'Q26', 'Q21', 'Q22', 'Q19'})",frozenset({'Q1'}),119,0.9083969465648855
272,"frozenset({'Q26', 'Q21', 'Q22', 'Q1'})",frozenset({'Q19'}),119,1.0
273,"frozenset({'Q26', 'Q21', 'Q22'})","frozenset({'Q1', 'Q19'})",119,0.9083969465648855
274,"frozenset({'Q17', 'Q21', 'Q27', 'Q19'})",frozenset({'Q26'}),118,1.0
275,"frozenset({'Q17', 'Q27', 'Q19'})","frozenset({'Q26', 'Q21'})",118,0.9672131147540983
276,"frozenset({'Q17', 'Q27'})","frozenset({'Q26', 'Q21', 'Q19'})",118,0.9007633587786259
277,"frozenset({'Q17', 'Q21', 'Q27'})","frozenset({'Q26', 'Q19'})",118,0.9752066115702479
278,"frozenset({'Q26', 'Q17', 'Q27', 'Q19'})",frozenset({'Q21'}),118,0.9752066115702479
279,"frozenset({'Q26', 'Q17', 'Q27'})","frozenset({'Q21', 'Q19'})",118,0.9291338582677166
280,"frozenset({'Q21', 'Q26', 'Q17', 'Q19'})",frozenset({'Q27'}),118,0.9752066115702479
281,"frozenset({'Q26', 'Q17', 'Q19'})","frozenset({'Q21', 'Q27'})",118,0.944
282,"frozenset({'Q26', 'Q17'})","frozenset({'Q21', 'Q27', 'Q19'})",118,0.9007633587786259
283,"frozenset({'Q17', 'Q21', 'Q19'})","frozenset({'Q26', 'Q27'})",118,0.9752066115702479
284,"frozenset({'Q17', 'Q19'})","frozenset({'Q26', 'Q21', 'Q27'})",118,0.921875
285,frozenset({'Q17'}),"frozenset({'Q26', 'Q21', 'Q27', 'Q19'})",118,0.8613138686131386
286,"frozenset({'Q17', 'Q21'})","frozenset({'Q26', 'Q27', 'Q19'})",118,0.9516129032258065
287,"frozenset({'Q26', 'Q21', 'Q17'})","frozenset({'Q27', 'Q19'})",118,0.959349593495935
288,"frozenset({'Q21', 'Q26', 'Q17', 'Q27'})",frozenset({'Q19'}),118,0.9833333333333333
289,"frozenset({'Q26', 'Q21', 'Q27', 'Q19'})",frozenset({'Q15'}),129,0.8657718120805369
290,"frozenset({'Q15', 'Q21', 'Q27', 'Q19'})",frozenset({'Q26'}),129,1.0
291,"frozenset({'Q21', 'Q27', 'Q19'})","frozenset({'Q15', 'Q26'})",129,0.8657718120805369
292,"frozenset({'Q15', 'Q27', 'Q19'})","frozenset({'Q26', 'Q21'})",129,0.9626865671641791
293,"frozenset({'Q15', 'Q27'})","frozenset({'Q26', 'Q21', 'Q19'})",129,0.8896551724137931
294,"frozenset({'Q15', 'Q21', 'Q27'})","frozenset({'Q26', 'Q19'})",129,0.9847328244274809
295,"frozenset({'Q15', 'Q26', 'Q27', 'Q19'})",frozenset({'Q21'}),129,0.9699248120300752
296,"frozenset({'Q15', 'Q26', 'Q27'})","frozenset({'Q21', 'Q19'})",129,0.9148936170212766
297,"frozenset({'Q15', 'Q26', 'Q21', 'Q19'})",frozenset({'Q27'}),129,0.9772727272727273
298,"frozenset({'Q15', 'Q21', 'Q19'})","frozenset({'Q26', 'Q27'})",129,0.9772727272727273
299,"frozenset({'Q15', 'Q19'})","frozenset({'Q26', 'Q21', 'Q27'})",129,0.9084507042253521
300,"frozenset({'Q15', 'Q21'})","frozenset({'Q26', 'Q27', 'Q19'})",129,0.9626865671641791
301,"frozenset({'Q15', 'Q26', 'Q19'})","frozenset({'Q21', 'Q27'})",129,0.9416058394160584
302,"frozenset({'Q15', 'Q26'})","frozenset({'Q21', 'Q27', 'Q19'})",129,0.8775510204081632
303,"frozenset({'Q15', 'Q26', 'Q21'})","frozenset({'Q27', 'Q19'})",129,0.9699248120300752
304,"frozenset({'Q15', 'Q26', 'Q21', 'Q27'})",frozenset({'Q19'}),129,0.9923076923076923
305,"frozenset({'Q21', 'Q1', 'Q27', 'Q19'})",frozenset({'Q26'}),135,1.0
306,"frozenset({'Q1', 'Q27', 'Q19'})","frozenset({'Q26', 'Q21'})",135,0.9440559440559441
307,"frozenset({'Q21', 'Q27', 'Q19'})","frozenset({'Q26', 'Q1'})",135,0.9060402684563759
308,"frozenset({'Q21', 'Q1', 'Q27'})","frozenset({'Q26', 'Q19'})",135,0.9854014598540146
309,"frozenset({'Q21', 'Q27'})","frozenset({'Q26', 'Q1', 'Q19'})",135,0.8823529411764706
310,"frozenset({'Q26', 'Q1', 'Q27', 'Q19'})",frozenset({'Q21'}),135,0.9574468085106383
311,"frozenset({'Q26', 'Q27', 'Q19'})","frozenset({'Q21', 'Q1'})",135,0.8653846153846154
312,"frozenset({'Q26', 'Q21', 'Q27', 'Q19'})",frozenset({'Q1'}),135,0.9060402684563759
313,"frozenset({'Q26', 'Q21', 'Q1', 'Q19'})",frozenset({'Q27'}),135,0.9375
314,"frozenset({'Q21', 'Q1', 'Q19'})","frozenset({'Q26', 'Q27'})",135,0.9183673469387755
315,"frozenset({'Q21', 'Q1'})","frozenset({'Q26', 'Q27', 'Q19'})",135,0.9
316,"frozenset({'Q26', 'Q1', 'Q19'})","frozenset({'Q21', 'Q27'})",135,0.8881578947368421
317,"frozenset({'Q26', 'Q21', 'Q19'})","frozenset({'Q1', 'Q27'})",135,0.8544303797468354
318,"frozenset({'Q26', 'Q21', 'Q1'})","frozenset({'Q27', 'Q19'})",135,0.9246575342465754
319,"frozenset({'Q26', 'Q21', 'Q1', 'Q27'})",frozenset({'Q19'}),135,0.9854014598540146
320,"frozenset({'Q26', 'Q21', 'Q27'})","frozenset({'Q1', 'Q19'})",135,0.8881578947368421
321,"frozenset({'Q21', 'Q20', 'Q27', 'Q19'})",frozenset({'Q15'}),123,0.8661971830985915
322,"frozenset({'Q15', 'Q21', 'Q27', 'Q19'})",frozenset({'Q20'}),123,0.9534883720930233
323,"frozenset({'Q15', 'Q21', 'Q27'})","frozenset({'Q20', 'Q19'})",123,0.9389312977099237
324,"frozenset({'Q15', 'Q20', 'Q27', 'Q19'})",frozenset({'Q21'}),123,0.984
325,"frozenset({'Q15', 'Q27', 'Q19'})","frozenset({'Q20', 'Q21'})",123,0.917910447761194
326,"frozenset({'Q15', 'Q20', 'Q27'})","frozenset({'Q21', 'Q19'})",123,0.984
327,"frozenset({'Q15', 'Q21', 'Q20', 'Q19'})",frozenset({'Q27'}),123,0.9761904761904762
328,"frozenset({'Q15', 'Q20', 'Q19'})","frozenset({'Q21', 'Q27'})",123,0.9534883720930233
329,"frozenset({'Q15', 'Q19'})","frozenset({'Q20', 'Q21', 'Q27'})",123,0.8661971830985915
330,"frozenset({'Q15', 'Q20'})","frozenset({'Q21', 'Q27', 'Q19'})",123,0.9534883720930233
331,"frozenset({'Q15', 'Q21', 'Q19'})","frozenset({'Q20', 'Q27'})",123,0.9318181818181818
332,"frozenset({'Q15', 'Q21'})","frozenset({'Q20', 'Q27', 'Q19'})",123,0.917910447761194
333,"frozenset({'Q15', 'Q20', 'Q21'})","frozenset({'Q27', 'Q19'})",123,0.9761904761904762
334,"frozenset({'Q15', 'Q21', 'Q20', 'Q27'})",frozenset({'Q19'}),123,1.0
335,"frozenset({'Q20', 'Q21', 'Q27'})","frozenset({'Q15', 'Q19'})",123,0.8601398601398601
336,"frozenset({'Q26', 'Q20', 'Q1', 'Q27'})",frozenset({'Q21'}),130,0.9701492537313433
337,"frozenset({'Q26', 'Q20', 'Q27'})","frozenset({'Q21', 'Q1'})",130,0.8843537414965986
338,"frozenset({'Q20', 'Q21', 'Q1', 'Q27'})",frozenset({'Q26'}),130,1.0
339,"frozenset({'Q21', 'Q1', 'Q27'})","frozenset({'Q26', 'Q20'})",130,0.948905109489051
340,"frozenset({'Q20', 'Q1', 'Q27'})","frozenset({'Q26', 'Q21'})",130,0.9629629629629629
341,"frozenset({'Q20', 'Q27'})","frozenset({'Q26', 'Q21', 'Q1'})",130,0.87248322147651
342,"frozenset({'Q21', 'Q20', 'Q27'})","frozenset({'Q26', 'Q1'})",130,0.9090909090909091
343,"frozenset({'Q26', 'Q21', 'Q1', 'Q27'})",frozenset({'Q20'}),130,0.948905109489051
344,"frozenset({'Q26', 'Q21', 'Q27'})","frozenset({'Q20', 'Q1'})",130,0.8552631578947368
345,"frozenset({'Q26', 'Q21', 'Q20', 'Q27'})",frozenset({'Q1'}),130,0.9090909090909091
346,"frozenset({'Q26', 'Q21', 'Q20', 'Q1'})",frozenset({'Q27'}),130,0.9420289855072463
347,"frozenset({'Q20', 'Q21', 'Q1'})","frozenset({'Q26', 'Q27'})",130,0.9285714285714286
348,"frozenset({'Q21', 'Q1'})","frozenset({'Q26', 'Q20', 'Q27'})",130,0.8666666666666667
349,"frozenset({'Q20', 'Q1'})","frozenset({'Q26', 'Q21', 'Q27'})",130,0.8904109589041096
350,"frozenset({'Q26', 'Q20', 'Q1'})","frozenset({'Q21', 'Q27'})",130,0.9154929577464789
351,"frozenset({'Q26', 'Q21', 'Q1'})","frozenset({'Q20', 'Q27'})",130,0.8904109589041096
352,"frozenset({'Q26', 'Q21', 'Q20'})","frozenset({'Q1', 'Q27'})",130,0.8609271523178808
353,"frozenset({'Q26', 'Q17', 'Q27', 'Q19'})",frozenset({'Q15'}),118,0.9752066115702479
354,"frozenset({'Q15', 'Q26', 'Q27', 'Q19'})",frozenset({'Q17'}),118,0.8872180451127819
355,"frozenset({'Q15', 'Q17', 'Q26', 'Q19'})",frozenset({'Q27'}),118,0.9672131147540983
356,"frozenset({'Q26', 'Q17', 'Q19'})","frozenset({'Q15', 'Q27'})",118,0.944
357,"frozenset({'Q15', 'Q26', 'Q19'})","frozenset({'Q17', 'Q27'})",118,0.8613138686131386
358,"frozenset({'Q15', 'Q17', 'Q19'})","frozenset({'Q26', 'Q27'})",118,0.944
359,"frozenset({'Q17', 'Q19'})","frozenset({'Q15', 'Q26', 'Q27'})",118,0.921875
360,"frozenset({'Q15', 'Q17'})","frozenset({'Q26', 'Q27', 'Q19'})",118,0.8872180451127819
361,frozenset({'Q17'}),"frozenset({'Q15', 'Q26', 'Q27', 'Q19'})",118,0.8613138686131386
362,"frozenset({'Q15', 'Q17', 'Q26'})","frozenset({'Q27', 'Q19'})",118,0.9291338582677166
363,"frozenset({'Q26', 'Q17'})","frozenset({'Q15', 'Q27', 'Q19'})",118,0.9007633587786259
364,"frozenset({'Q15', 'Q17', 'Q27', 'Q19'})",frozenset({'Q26'}),118,0.9915966386554622
365,"frozenset({'Q17', 'Q27', 'Q19'})","frozenset({'Q15', 'Q26'})",118,0.9672131147540983
366,"frozenset({'Q15', 'Q27', 'Q19'})","frozenset({'Q26', 'Q17'})",118,0.8805970149253731
367,"frozenset({'Q15', 'Q17', 'Q27'})","frozenset({'Q26', 'Q19'})",118,0.9291338582677166
368,"frozenset({'Q17', 'Q27'})","frozenset({'Q15', 'Q26', 'Q19'})",118,0.9007633587786259
369,"frozenset({'Q15', 'Q17', 'Q27', 'Q26'})",frozenset({'Q19'}),118,0.959349593495935
370,"frozenset({'Q26', 'Q17', 'Q27'})","frozenset({'Q15', 'Q19'})",118,0.9291338582677166
371,"frozenset({'Q15', 'Q1', 'Q27', 'Q19'})",frozenset({'Q26'}),119,1.0
372,"frozenset({'Q15', 'Q27', 'Q19'})","frozenset({'Q26', 'Q1'})",119,0.8880597014925373
373,"frozenset({'Q15', 'Q1', 'Q27'})","frozenset({'Q26', 'Q19'})",119,0.952
374,"frozenset({'Q15', 'Q26', 'Q27', 'Q19'})",frozenset({'Q1'}),119,0.8947368421052632
375,"frozenset({'Q15', 'Q26', 'Q1', 'Q19'})",frozenset({'Q27'}),119,0.967479674796748
376,"frozenset({'Q15', 'Q1', 'Q19'})","frozenset({'Q26', 'Q27'})",119,0.967479674796748
377,"frozenset({'Q15', 'Q1'})","frozenset({'Q26', 'Q27', 'Q19'})",119,0.9015151515151515
378,"frozenset({'Q15', 'Q26', 'Q19'})","frozenset({'Q1', 'Q27'})",119,0.8686131386861314
379,"frozenset({'Q15', 'Q26', 'Q1'})","frozenset({'Q27', 'Q19'})",119,0.9153846153846154
380,"frozenset({'Q15', 'Q26', 'Q1', 'Q27'})",frozenset({'Q19'}),119,0.952
381,"frozenset({'Q26', 'Q2', 'Q20', 'Q19'})",frozenset({'Q21'}),117,0.9831932773109243
382,"frozenset({'Q26', 'Q2', 'Q19'})","frozenset({'Q20', 'Q21'})",117,0.9285714285714286
383,"frozenset({'Q26', 'Q2', 'Q20'})","frozenset({'Q21', 'Q19'})",117,0.975
384,"frozenset({'Q20', 'Q2', 'Q21', 'Q19'})",frozenset({'Q26'}),117,0.9915254237288136
385,"frozenset({'Q2', 'Q21', 'Q19'})","frozenset({'Q26', 'Q20'})",117,0.9512195121951219
386,"frozenset({'Q2', 'Q21'})","frozenset({'Q26', 'Q20', 'Q19'})",117,0.936
387,"frozenset({'Q2', 'Q20', 'Q19'})","frozenset({'Q26', 'Q21'})",117,0.9669421487603306
388,"frozenset({'Q2', 'Q19'})","frozenset({'Q26', 'Q21', 'Q20'})",117,0.8931297709923665
389,"frozenset({'Q2', 'Q20'})","frozenset({'Q26', 'Q21', 'Q19'})",117,0.9590163934426229
390,"frozenset({'Q21', 'Q2', 'Q20'})","frozenset({'Q26', 'Q19'})",117,0.9831932773109243
391,"frozenset({'Q26', 'Q2', 'Q21', 'Q19'})",frozenset({'Q20'}),117,0.9669421487603306
392,"frozenset({'Q26', 'Q2', 'Q21'})","frozenset({'Q20', 'Q19'})",117,0.9590163934426229
393,"frozenset({'Q26', 'Q2', 'Q21', 'Q20'})",frozenset({'Q19'}),117,0.9915254237288136
394,"frozenset({'Q26', 'Q21', 'Q20', 'Q27'})",frozenset({'Q15'}),123,0.8601398601398601
395,"frozenset({'Q15', 'Q20', 'Q21', 'Q27'})",frozenset({'Q26'}),123,1.0
396,"frozenset({'Q21', 'Q20', 'Q27'})","frozenset({'Q15', 'Q26'})",123,0.8601398601398601
397,"frozenset({'Q15', 'Q21', 'Q27'})","frozenset({'Q26', 'Q20'})",123,0.9389312977099237
398,"frozenset({'Q15', 'Q20', 'Q27'})","frozenset({'Q26', 'Q21'})",123,0.984
399,"frozenset({'Q15', 'Q26', 'Q20', 'Q27'})",frozenset({'Q21'}),123,0.9919354838709677
400,"frozenset({'Q15', 'Q26', 'Q27'})","frozenset({'Q20', 'Q21'})",123,0.8723404255319149
401,"frozenset({'Q15', 'Q26', 'Q21', 'Q27'})",frozenset({'Q20'}),123,0.9461538461538461
402,"frozenset({'Q15', 'Q26', 'Q21', 'Q20'})",frozenset({'Q27'}),123,0.9761904761904762
403,"frozenset({'Q15', 'Q20', 'Q21'})","frozenset({'Q26', 'Q27'})",123,0.9761904761904762
404,"frozenset({'Q15', 'Q21'})","frozenset({'Q26', 'Q20', 'Q27'})",123,0.917910447761194
405,"frozenset({'Q15', 'Q20'})","frozenset({'Q26', 'Q21', 'Q27'})",123,0.9534883720930233
406,"frozenset({'Q15', 'Q26', 'Q20'})","frozenset({'Q21', 'Q27'})",123,0.968503937007874
407,"frozenset({'Q15', 'Q26', 'Q21'})","frozenset({'Q20', 'Q27'})",123,0.924812030075188
408,"frozenset({'Q22', 'Q20', 'Q27', 'Q19'})",frozenset({'Q26'}),119,1.0
409,"frozenset({'Q22', 'Q27', 'Q19'})","frozenset({'Q26', 'Q20'})",119,0.9444444444444444
410,"frozenset({'Q22', 'Q27'})","frozenset({'Q26', 'Q20', 'Q19'})",119,0.937007874015748
411,"frozenset({'Q22', 'Q20', 'Q27'})","frozenset({'Q26', 'Q19'})",119,1.0
412,"frozenset({'Q26', 'Q22', 'Q27', 'Q19'})",frozenset({'Q20'}),119,0.9444444444444444
413,"frozenset({'Q26', 'Q22', 'Q27'})","frozenset({'Q20', 'Q19'})",119,0.937007874015748
414,"frozenset({'Q26', 'Q20', 'Q22', 'Q19'})",frozenset({'Q27'}),119,0.9444444444444444
415,"frozenset({'Q22', 'Q20', 'Q19'})","frozenset({'Q26', 'Q27'})",119,0.9153846153846154
416,"frozenset({'Q22', 'Q19'})","frozenset({'Q26', 'Q20', 'Q27'})",119,0.85
417,"frozenset({'Q22', 'Q20'})","frozenset({'Q26', 'Q27', 'Q19'})",119,0.9153846153846154
418,"frozenset({'Q26', 'Q22', 'Q19'})","frozenset({'Q20', 'Q27'})",119,0.8880597014925373
419,"frozenset({'Q26', 'Q22'})","frozenset({'Q20', 'Q27', 'Q19'})",119,0.875
420,"frozenset({'Q26', 'Q20', 'Q22'})","frozenset({'Q27', 'Q19'})",119,0.9444444444444444
421,"frozenset({'Q26', 'Q20', 'Q22', 'Q27'})",frozenset({'Q19'}),119,1.0
422,"frozenset({'Q21', 'Q25', 'Q27', 'Q19'})",frozenset({'Q26'}),118,1.0
423,"frozenset({'Q25', 'Q27', 'Q19'})","frozenset({'Q26', 'Q21'})",118,0.9672131147540983
424,"frozenset({'Q21', 'Q25', 'Q27'})","frozenset({'Q26', 'Q19'})",118,0.9833333333333333
425,"frozenset({'Q26', 'Q25', 'Q27', 'Q19'})",frozenset({'Q21'}),118,0.9752066115702479
426,"frozenset({'Q26', 'Q21', 'Q25', 'Q19'})",frozenset({'Q27'}),118,0.959349593495935
427,"frozenset({'Q21', 'Q25', 'Q19'})","frozenset({'Q26', 'Q27'})",118,0.9291338582677166
428,"frozenset({'Q25', 'Q19'})","frozenset({'Q26', 'Q21', 'Q27'})",118,0.8872180451127819
429,"frozenset({'Q21', 'Q25'})","frozenset({'Q26', 'Q27', 'Q19'})",118,0.9147286821705426
430,"frozenset({'Q26', 'Q25', 'Q19'})","frozenset({'Q21', 'Q27'})",118,0.9291338582677166
431,"frozenset({'Q26', 'Q21', 'Q25'})","frozenset({'Q27', 'Q19'})",118,0.944
432,"frozenset({'Q26', 'Q21', 'Q25', 'Q27'})",frozenset({'Q19'}),118,0.9833333333333333
433,"frozenset({'Q22', 'Q21', 'Q27', 'Q19'})",frozenset({'Q26'}),124,1.0
434,"frozenset({'Q22', 'Q27', 'Q19'})","frozenset({'Q26', 'Q21'})",124,0.9841269841269841
435,"frozenset({'Q22', 'Q27'})","frozenset({'Q26', 'Q21', 'Q19'})",124,0.9763779527559056
436,"frozenset({'Q22', 'Q21', 'Q27'})","frozenset({'Q26', 'Q19'})",124,1.0
437,"frozenset({'Q26', 'Q22', 'Q27', 'Q19'})",frozenset({'Q21'}),124,0.9841269841269841
438,"frozenset({'Q26', 'Q22', 'Q27'})","frozenset({'Q21', 'Q19'})",124,0.9763779527559056
439,"frozenset({'Q26', 'Q21', 'Q22', 'Q19'})",frozenset({'Q27'}),124,0.9465648854961832
440,"frozenset({'Q22', 'Q21', 'Q19'})","frozenset({'Q26', 'Q27'})",124,0.9185185185185185
441,"frozenset({'Q22', 'Q19'})","frozenset({'Q26', 'Q21', 'Q27'})",124,0.8857142857142857
442,frozenset({'Q22'}),"frozenset({'Q26', 'Q21', 'Q27', 'Q19'})",124,0.8611111111111112
443,"frozenset({'Q22', 'Q21'})","frozenset({'Q26', 'Q27', 'Q19'})",124,0.9185185185185185
444,"frozenset({'Q26', 'Q22', 'Q19'})","frozenset({'Q21', 'Q27'})",124,0.9253731343283582
445,"frozenset({'Q26', 'Q22'})","frozenset({'Q21', 'Q27', 'Q19'})",124,0.9117647058823529
446,"frozenset({'Q26', 'Q21', 'Q22'})","frozenset({'Q27', 'Q19'})",124,0.9465648854961832
447,"frozenset({'Q26', 'Q21', 'Q22', 'Q27'})",frozenset({'Q19'}),124,1.0
448,"frozenset({'Q22', 'Q21', 'Q20', 'Q1'})",frozenset({'Q19'}),117,1.0
449,"frozenset({'Q22', 'Q21', 'Q20'})","frozenset({'Q1', 'Q19'})",117,0.9140625
450,"frozenset({'Q22', 'Q20', 'Q1', 'Q19'})",frozenset({'Q21'}),117,0.9915254237288136
451,"frozenset({'Q22', 'Q1', 'Q19'})","frozenset({'Q20', 'Q21'})",117,0.936
452,"frozenset({'Q22', 'Q1'})","frozenset({'Q20', 'Q21', 'Q19'})",117,0.9212598425196851
453,"frozenset({'Q22', 'Q20', 'Q19'})","frozenset({'Q21', 'Q1'})",117,0.9
454,"frozenset({'Q22', 'Q20', 'Q1'})","frozenset({'Q21', 'Q19'})",117,0.9915254237288136
455,"frozenset({'Q22', 'Q20'})","frozenset({'Q21', 'Q1', 'Q19'})",117,0.9
456,"frozenset({'Q22', 'Q21', 'Q1', 'Q19'})",frozenset({'Q20'}),117,0.9590163934426229
457,"frozenset({'Q22', 'Q21', 'Q19'})","frozenset({'Q20', 'Q1'})",117,0.8666666666666667
458,"frozenset({'Q22', 'Q21', 'Q1'})","frozenset({'Q20', 'Q19'})",117,0.9590163934426229
459,"frozenset({'Q22', 'Q21'})","frozenset({'Q20', 'Q1', 'Q19'})",117,0.8666666666666667
460,"frozenset({'Q22', 'Q21', 'Q20', 'Q19'})",frozenset({'Q1'}),117,0.9140625
461,"frozenset({'Q26', 'Q20', 'Q27', 'Q19'})",frozenset({'Q21'}),142,0.9793103448275862
462,"frozenset({'Q26', 'Q27', 'Q19'})","frozenset({'Q20', 'Q21'})",142,0.9102564102564102
463,"frozenset({'Q26', 'Q20', 'Q27'})","frozenset({'Q21', 'Q19'})",142,0.9659863945578231
464,"frozenset({'Q20', 'Q21', 'Q27', 'Q19'})",frozenset({'Q26'}),142,1.0
465,"frozenset({'Q21', 'Q27', 'Q19'})","frozenset({'Q26', 'Q20'})",142,0.9530201342281879
466,"frozenset({'Q21', 'Q27'})","frozenset({'Q26', 'Q20', 'Q19'})",142,0.9281045751633987
467,"frozenset({'Q20', 'Q27', 'Q19'})","frozenset({'Q26', 'Q21'})",142,0.9659863945578231
468,"frozenset({'Q27', 'Q19'})","frozenset({'Q26', 'Q21', 'Q20'})",142,0.8875
469,"frozenset({'Q20', 'Q27'})","frozenset({'Q26', 'Q21', 'Q19'})",142,0.9530201342281879
470,"frozenset({'Q21', 'Q20', 'Q27'})","frozenset({'Q26', 'Q19'})",142,0.993006993006993
471,"frozenset({'Q26', 'Q21', 'Q27', 'Q19'})",frozenset({'Q20'}),142,0.9530201342281879
472,"frozenset({'Q26', 'Q21', 'Q27'})","frozenset({'Q20', 'Q19'})",142,0.9342105263157895
473,"frozenset({'Q26', 'Q21', 'Q20', 'Q19'})",frozenset({'Q27'}),142,0.9466666666666667
474,"frozenset({'Q20', 'Q21', 'Q19'})","frozenset({'Q26', 'Q27'})",142,0.922077922077922
475,"frozenset({'Q21', 'Q19'})","frozenset({'Q26', 'Q20', 'Q27'})",142,0.8658536585365854
476,"frozenset({'Q20', 'Q19'})","frozenset({'Q26', 'Q21', 'Q27'})",142,0.8765432098765432
477,frozenset({'Q20'}),"frozenset({'Q26', 'Q21', 'Q27', 'Q19'})",142,0.8606060606060606
478,"frozenset({'Q21', 'Q20'})","frozenset({'Q26', 'Q27', 'Q19'})",142,0.9161290322580645
479,"frozenset({'Q26', 'Q20', 'Q19'})","frozenset({'Q21', 'Q27'})",142,0.9281045751633987
480,"frozenset({'Q26', 'Q19'})","frozenset({'Q20', 'Q21', 'Q27'})",142,0.8502994011976048
481,"frozenset({'Q26', 'Q20'})","frozenset({'Q21', 'Q27', 'Q19'})",142,0.9161290322580645
482,"frozenset({'Q26', 'Q21', 'Q19'})","frozenset({'Q20', 'Q27'})",142,0.8987341772151899
483,"frozenset({'Q26', 'Q21'})","frozenset({'Q20', 'Q27', 'Q19'})",142,0.8819875776397516
484,"frozenset({'Q26', 'Q21', 'Q20'})","frozenset({'Q27', 'Q19'})",142,0.9403973509933775
485,"frozenset({'Q26', 'Q21', 'Q20', 'Q27'})",frozenset({'Q19'}),142,0.993006993006993
486,"frozenset({'Q26', 'Q20', 'Q1', 'Q19'})",frozenset({'Q21'}),138,0.9787234042553191
487,"frozenset({'Q26', 'Q1', 'Q19'})","frozenset({'Q20', 'Q21'})",138,0.9078947368421053
488,"frozenset({'Q26', 'Q20', 'Q19'})","frozenset({'Q21', 'Q1'})",138,0.9019607843137255
489,"frozenset({'Q26', 'Q20', 'Q1'})","frozenset({'Q21', 'Q19'})",138,0.971830985915493
490,"frozenset({'Q26', 'Q20'})","frozenset({'Q21', 'Q1', 'Q19'})",138,0.8903225806451613
491,"frozenset({'Q20', 'Q21', 'Q1', 'Q19'})",frozenset({'Q26'}),138,0.9857142857142858
492,"frozenset({'Q21', 'Q1', 'Q19'})","frozenset({'Q26', 'Q20'})",138,0.9387755102040817
493,"frozenset({'Q21', 'Q1'})","frozenset({'Q26', 'Q20', 'Q19'})",138,0.92
494,"frozenset({'Q20', 'Q1', 'Q19'})","frozenset({'Q26', 'Q21'})",138,0.9517241379310345
