,Timestamp,Want to learn more about Biology,Want to learn more about Synthetic biology,Want to learn more about Video games,Want to learn more about Engineering,Played Hero.Coli,Age,Gender,Interested in video games,Interested in biology,Studied biology,Play video games,Heard about Synthetic biology or BioBricks,Volunteered to answer more questions,Enjoyed playing,Genotype and phenotype,BioBricks and devices composition,Ampicillin antibiotic,Name: Plasmid,Function: TER,Name: PR,Function - game: CDS,Name: TER,Function - biology: CDS,Name: RBS,Example: CDS,Name: CDS,Function: PR,Function: RBS,Function: Plasmid,Name: Operator XXX,Device: RBS:PCONS:FLHDC:TER XXX,Device: PCONS:RBS:FLHDC:TER,Device: PBAD:RBS:GFP:TER,Device: PBAD:GFP:RBS:TER XXX,Device: GFP:RBS:PCONS:TER XXX,Device: PCONS:GFP:RBS:TER XXX,Device: AMPR:RBS:PCONS:TER XXX,Device: RBS:PCONS:AMPR:TER XXX,Green fluorescence,Unequip the movement device: effect,Device: PBAD:RBS:ARA:TER,Remarks,userId,Language,Temporality
143,2018-04-18 23:49:34+00:00,A lot,Extremely,A lot,Extremely,I just played for the first time,17,Male,A lot,A lot,Until the end of high school,A lot,"Yes, but I don't exactly know what it means",No,Moderately,Edit the DNA of the bacterium,DNA sequences,Ampicillin,I don't know,RBS,CDS,None of these,TER,TER,I don't know,RBS,Plasmid,None of these,None of these,TER,I don't know,It makes it possible to move faster,The bricks are not well-ordered,It generates green fluorescence in presence of arabinose inducer,The bricks are not well-ordered,I don't know,I don't know,I don't know,I don't know,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,I don't know,none,abbf78ac-d9aa-4fb0-aa0b-f5f40a57838e,en,posttest
147,2018-04-19 18:40:47+00:00,Extremely,Extremely,Moderately,A lot,No / not yet,24,Male,Moderately,A lot,At least until master's degree,Rarely,"Yes, and I know what it means",Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,Plasmid,TER,PR,I don't know,TER,CDS,RBS,CDS,CDS,PR,RBS,I don't know,None of these,The bricks are not well-ordered,I don't know,It generates green fluorescence in presence of arabinose inducer,I don't know,The bricks are not well-ordered,It generates green fluorescence,The bricks are not well-ordered,The bricks are not well-ordered,I don't know,I don't know,"It produces more and more arabinose after being induced, because it induces itself",,7b4461d0-2329-4226-9e2c-880066773352,en,pretest
161,2018-04-20 14:00:22+00:00,Slightly,Slightly,Slightly,Slightly,No / not yet,30,Female,Slightly,Slightly,At least until master's degree,A lot,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8a0ceb0d-64cb-4d10-95f3-657933758152,en,pretest
162,2018-04-20 14:02:42+00:00,A lot,Moderately,A lot,Extremely,No / not yet,15,Male,Extremely,A lot,Until the end of high school,A lot,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0c58f443-adfe-4d0b-84d5-7c908b2e92f2,en,pretest
168,2018-04-20 20:30:50+00:00,Moderately,Moderately,Moderately,Moderately,No / not yet,18,Male,Moderately,Moderately,Until the end of high school,Moderately,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96b9ae9c-d1a8-4d57-91a1-b3a1a9658866,en,pretest
170,2018-04-21 18:19:31+00:00,Extremely,Extremely,Extremely,Extremely,I just played for the first time,,,,,,,,,Not applicable: not played yet,I don't know,I don't know,I don't know,Plasmid,RBS,TER,RBS,PR,TER,TER,RBS,CDS,CDS,CDS,CDS,Plasmid,I don't know,It generates green fluorescence,It generates antibiotic resistance,It generates green fluorescence in presence of arabinose inducer,It makes it possible to move faster,It generates green fluorescence,The bricks are not well-ordered,The bricks are not well-ordered,"In front of the doors, all the time",The bacterium dies,"It produces more and more arabinose after being induced, because it induces itself",why,c6751bee-a692-4488-8b6f-51143bff7255,en,posttest
172,2018-04-22 08:34:33+00:00,Extremely,Slightly,A lot,Slightly,No / not yet,15,Male,A lot,A lot,Until the end of middle school,Moderately,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82c40cb5-dde2-4062-82f3-14936f52d844,en,pretest
173,2018-04-22 13:11:57+00:00,A lot,A lot,Moderately,Moderately,No / not yet,35,Male,A lot,A lot,Until the end of middle school,Extremely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f843f81c-d0ec-4bbf-b005-b20d5a119889,en,pretest
175,2018-04-22 22:59:26+00:00,Not at all,Extremely,Slightly,Moderately,I just played for the first time,,,,,,,,,Not applicable: not played yet,Gather nanorobots,RNA sequences,Ampicillin,None of these,None of these,None of these,None of these,None of these,None of these,None of these,None of these,None of these,None of these,None of these,None of these,None of these,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",The bacterium glows,It produces arabinose all the time,,c0c9be87-f78b-4acf-ac90-7e514a8ed58f,en,posttest
176,2018-04-23 11:36:27+00:00,A lot,A lot,Moderately,Extremely,No / not yet,27,Male,A lot,Extremely,Until the end of high school,A lot,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336865b9-5f3b-4137-bc66-ee88dc4dd947,en,pretest
177,2018-04-23 17:00:52+00:00,Slightly,Not at all,Moderately,Slightly,I played it some time ago,26,Female,Slightly,Slightly,Until the end of middle school,Moderately,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7d4598f8-f391-4459-aadb-cb60ed38c6b0,en,pretest
180,2018-04-23 22:47:59+00:00,Extremely,A lot,A lot,Moderately,No / not yet,15,Female,A lot,A lot,Until the end of middle school,A lot,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I do not know anything,2bd8c00c-bceb-4139-a50c-51b71c1f8d0f,en,pretest
181,2018-04-23 23:04:27+00:00,Extremely,A lot,Extremely,A lot,I just played for the first time,15,Female,A lot,A lot,Until the end of middle school,A lot,"Yes, but I don't exactly know what it means",Yes,A bit,Edit the DNA of the bacterium,DNA sequences,Ampicillin,None of these,TER,CDS,Plasmid,I don't know,None of these,RBS,RBS,Plasmid,PR,CDS,RBS,PR,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,I don't know,"it is a decent game I would just say the moving mechanics need some improvement , but other than the I think it is a fine program :)",2bd8c00c-bceb-4139-a50c-51b71c1f8d0f,en,posttest
185,2018-04-24 14:33:28+00:00,A lot,A lot,Extremely,Extremely,No / not yet,21,Male,Extremely,A lot,Until bachelor's degree,Extremely,"Yes, and I know what it means",Yes,Not applicable: not played yet,I don't know,DNA sequences,Ampicillin,Plasmid,I don't know,I don't know,I don't know,None of these,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,TER,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,ae39a1db-9cb4-4982-8c96-8d675d0be27d,en,pretest
190,2018-04-24 23:24:53+00:00,Extremely,Moderately,Not at all,Slightly,I played recently on an other computer,29,Female,Moderately,A lot,Until the end of high school,Moderately,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756bdf58-4fd5-41b9-bfa3-541831952154,en,posttest
191,2018-04-25 14:45:08+00:00,Moderately,Moderately,Moderately,Moderately,No / not yet,20,Male,A lot,Moderately,Until the end of high school,A lot,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hi,51f1ef77-ec48-4976-be1f-89b7cbd1afab,en,pretest
195,2018-04-25 17:41:27+00:00,Not at all,Not at all,Extremely,Not at all,No / not yet,21,Female,A lot,Moderately,Until the end of high school,Rarely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c42aa7cf-daf4-4b18-a9b1-9e783789670c,en,pretest
197,2018-04-25 17:56:49+00:00,Moderately,Moderately,Moderately,Moderately,No / not yet,34,Male,Slightly,A lot,At least until master's degree,Rarely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f31b7b7f-d939-472f-b621-0e77fa317220,en,pretest
201,2018-04-26 15:14:48+00:00,A lot,A lot,A lot,Extremely,I played it some time ago,14,Male,Slightly,A lot,Until the end of high school,Not at all,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a43bad2f-70d4-47a3-accc-1ed3138055e1,en,pretest
531,2018-03-24 15:07:51+00:00,,,,,No / not yet,26,Male,A lot,Extremely,At least until master's degree,A lot,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,df7afec7-0029-44b0-961f-b37b47ccea96,fr,pretest
532,2018-03-24 15:31:10+00:00,,,,,No / not yet,18,Male,Slightly,Extremely,Until the end of high school,Rarely,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8f895aac-0bbc-4861-8fa3-31b6c2203a2a,fr,pretest
534,2018-03-24 20:39:12+00:00,,,,,No / not yet,17,Male,Moderately,A lot,Until the end of high school,Moderately,"Yes, and I know what it means",Yes,,Edit the DNA of the bacterium,DNA sequences,Ampicillin,Plasmid,TER,I don't know,CDS,TER,None of these,I don't know,I don't know,CDS,PR,RBS,I don't know,PR,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,I don't know,The bricks are not well-ordered,I don't know,The bricks are not well-ordered,The bricks are not well-ordered,I don't know,I don't know,I don't know,,e8d8c945-315e-4a49-8ca5-93a2de6b903f,fr,pretest
535,2018-03-24 21:03:50+00:00,,,,,No / not yet,17,Male,Moderately,A lot,Until the end of high school,Moderately,"Yes, and I know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e8d8c945-315e-4a49-8ca5-93a2de6b903f,fr,pretest
537,2018-03-27 09:49:03+00:00,,,,,I just played for the first time,,,,,,,,,,Gather nanobots,RNA sequences,Ampicillin,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,3f675328-0bdd-469b-8bc7-3666238ee90a,fr,posttest
538,2018-03-29 09:43:34+00:00,Moderately,Extremely,Moderately,Extremely,No / not yet,27,Female,Moderately,A lot,At least until master's degree,Rarely,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b78833a7-1b71-4752-9518-5f20d189a948,fr,pretest
542,2018-04-04 18:47:09+00:00,Slightly,A lot,Extremely,Extremely,No / not yet,20,Male,Extremely,Moderately,Until the end of high school,Extremely,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,I don't know,RNA sequences,Ampicillin,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Flagella quickly disappear one by one,I don't know,,12497da0-b556-4ab2-9686-9092a4bb42fa,fr,pretest
598,2018-04-11 17:53:32+00:00,A lot,A lot,A lot,Moderately,No / not yet,41,Male,Extremely,A lot,Until bachelor's degree,A lot,No,Yes,Not applicable: not played yet,Move the bacterium,DNA sequences,I don't know,I don't know,CDS,I don't know,RBS,TER,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,PR,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, when the GFP device is equipped",I don't know,I don't know,"C'est quand même compliqué et pas très intéressant de répondre au questionnaire avant de jouer. Je comprends qu'un comparatif avant/après peut être fait, mais ça nous met devant le fait qu'on connait rien au sujet ^^'",7b41c003-8af7-46a3-93fe-cad2ddb595e2,fr,pretest
599,2018-04-12 08:18:51+00:00,A lot,A lot,Moderately,Moderately,I just played for the first time,48,Male,Moderately,Moderately,Until the end of high school,Moderately,"Yes, and I know what it means",No,A lot,Edit the DNA of the bacterium,I don't know,Ampicillin,I don't know,I don't know,I don't know,RBS,I don't know,TER,I don't know,RBS,I don't know,TER,RBS,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,I don't know,,2ad10897-b143-45f4-9a78-60ee4bcecc80,fr,posttest
600,2018-04-12 21:38:11+00:00,Extremely,Extremely,Extremely,Extremely,No / not yet,27,Prefer not to say,Extremely,Extremely,At least until master's degree,Extremely,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3843f1dc-f6e0-4f49-8932-bc6ed8410fd3,fr,pretest
668,2018-04-16 06:20:04+00:00,Moderately,Moderately,Moderately,Moderately,No / not yet,25,Prefer not to say,Extremely,Slightly,Until the end of high school,A lot,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e4654596-5799-4a6a-a3d1-0f9f113f9ccb,fr,pretest
670,2018-04-16 20:55:12+00:00,Not at all,Not at all,Moderately,Moderately,No / not yet,50,Female,A lot,A lot,Until the end of high school,A lot,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,Edit the DNA of the bacterium,I don't know,Ampicillin,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,babd742e-489c-4b29-85e0-bc2317fdbc8d,fr,pretest
673,2018-04-17 10:30:14+00:00,Moderately,Moderately,Moderately,Moderately,No / not yet,35,Male,A lot,Moderately,Until the end of middle school,Moderately,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,093316b7-32a4-41bc-bdd5-0056a6881974,fr,pretest
691,2018-04-17 12:58:18+00:00,Not at all,Not at all,Slightly,Not at all,No / not yet,22,Male,Slightly,Not at all,Until the end of middle school,Rarely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cbd3ce09-90c0-40fa-aa21-de8a722075b2,fr,pretest
761,2018-04-18 18:40:07+00:00,Not at all,Not at all,Not at all,Not at all,No / not yet,20,Male,A lot,Not at all,Until the end of high school,Moderately,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0c2098cb-5800-4666-a0e8-86b84318a70a,fr,pretest
762,2018-04-18 20:41:44+00:00,Moderately,Slightly,A lot,Slightly,I played it some time ago,17,Male,A lot,Moderately,Until the end of high school,A lot,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e3b15391-5be9-4e5c-9252-5f1d558c118b,fr,pretest
763,2018-04-19 08:09:30+00:00,Slightly,Slightly,Slightly,Slightly,No / not yet,13,Male,Slightly,Slightly,Not even in middle school,Rarely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93e24f77-5223-4730-8e13-9a338911eecd,fr,pretest
766,2018-04-19 09:15:48+00:00,Extremely,Extremely,Moderately,A lot,No / not yet,17,Female,Moderately,A lot,Until the end of high school,Rarely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878630d0-0269-4dee-94be-d3fa10c0062b,fr,pretest
767,2018-04-19 09:47:14+00:00,Extremely,Extremely,Moderately,A lot,No / not yet,17,Female,Slightly,A lot,Until the end of high school,Rarely,No,Yes,Moderately,Edit the DNA of the bacterium,I don't know,Ampicillin,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,CDS,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,"It produces more and more arabinose after being induced, because it induces itself",,878630d0-0269-4dee-94be-d3fa10c0062b,fr,pretest
798,2018-04-20 22:27:55+00:00,A lot,A lot,A lot,A lot,No / not yet,19,Female,A lot,A lot,Until bachelor's degree,A lot,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0ea13bf8-7e7b-4ca7-bb39-7b221ea65835,fr,pretest
839,2018-04-23 15:32:23+00:00,A lot,A lot,A lot,A lot,No / not yet,16,Male,A lot,Moderately,Until the end of high school,A lot,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74a1a7f8-190d-4c13-9dcd-d723f6d60c4a,fr,pretest
840,2018-04-23 15:55:31+00:00,Moderately,Moderately,A lot,A lot,I just played for the first time,16,Male,A lot,Moderately,Until the end of high school,A lot,No,No,Moderately,Edit the DNA of the bacterium,DNA sequences,Ampicillin,Plasmid,None of these,I don't know,RBS,TER,CDS,I don't know,I don't know,None of these,PR,None of these,None of these,None of these,The bricks are not well-ordered,It generates antibiotic resistance,It generates green fluorescence in presence of arabinose inducer,It generates antibiotic resistance,The bricks are not well-ordered,It generates green fluorescence,The bricks are not well-ordered,The bricks are not well-ordered,"In front of the doors, when the GFP device is equipped",Flagella quickly disappear one by one,It is active only in arabinose clouds,,74a1a7f8-190d-4c13-9dcd-d723f6d60c4a,fr,posttest
886,2018-04-25 13:15:41+00:00,Moderately,Moderately,A lot,Slightly,No / not yet,30,Female,A lot,Moderately,Until the end of high school,A lot,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,a73d6519-7beb-4959-9e0e-dd408c82d17f,fr,pretest
907,2018-04-26 13:21:04+00:00,Extremely,Extremely,Extremely,Extremely,No / not yet,20,Male,Extremely,Extremely,Until the end of high school,Extremely,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8f83eeb3-34cd-4287-b4e2-64b271801945,fr,pretest
