,Timestamp,Want to learn more about Biology,Want to learn more about Synthetic biology,Want to learn more about Video games,Want to learn more about Engineering,Played Hero.Coli,Age,Gender,Interested in video games,Interested in biology,Studied biology,Play video games,Heard about Synthetic biology or BioBricks,Volunteered to answer more questions,Enjoyed playing,Genotype and phenotype,BioBricks and devices composition,Ampicillin antibiotic,Name: Plasmid,Function: TER,Name: PR,Function - game: CDS,Name: TER,Function - biology: CDS,Name: RBS,Example: CDS,Name: CDS,Function: PR,Function: RBS,Function: Plasmid,Name: Operator XXX,Device: RBS:PCONS:FLHDC:TER XXX,Device: PCONS:RBS:FLHDC:TER,Device: PBAD:RBS:GFP:TER,Device: PBAD:GFP:RBS:TER XXX,Device: GFP:RBS:PCONS:TER XXX,Device: PCONS:GFP:RBS:TER XXX,Device: AMPR:RBS:PCONS:TER XXX,Device: RBS:PCONS:AMPR:TER XXX,Green fluorescence,Unequip the movement device: effect,Device: PBAD:RBS:ARA:TER,Remarks,userId,Language,Temporality
67,2018-04-06 20:12:03+00:00,A lot,Extremely,Moderately,A lot,I played it multiple times recently,54,Male,Moderately,A lot,Until bachelor's degree,Moderately,"Yes, and I know what it means",Yes,A lot,Edit the DNA of the bacterium,DNA sequences,Ampicillin,Plasmid,None of these,PR,CDS,None of these,CDS,RBS,CDS,CDS,PR,RBS,Plasmid,PR,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,4e5e410c-22d4-44c7-82cc-6a25cff97da0,en,posttest
69,2018-04-06 23:09:05+00:00,A lot,Extremely,Slightly,Moderately,No / not yet,37,Male,Slightly,A lot,At least until master's degree,Rarely,"Yes, and I know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30748a56-964c-463a-b43c-4278b5960062,en,pretest
73,2018-04-07 13:03:21+00:00,A lot,A lot,A lot,A lot,No / not yet,18,Male,Moderately,Extremely,Until the end of high school,A lot,"Yes, and I know what it means",Yes,Not applicable: not played yet,Edit the DNA of the bacterium,DNA sequences,Ampicillin,I don't know,I don't know,TER,I don't know,I don't know,I don't know,RBS,I don't know,CDS,I don't know,I don't know,PR,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, when the GFP device is equipped",I don't know,It produces nothing since it induces itself,,561cdce8-0cdf-4aee-ae5b-fd3356e75ffa,en,pretest
74,2018-04-07 13:13:57+00:00,Extremely,Extremely,Extremely,Extremely,No / not yet,18,Male,Extremely,Extremely,Until the end of high school,A lot,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a895063-fcd5-444d-855f-64587fbb9704,en,pretest
79,2018-04-08 15:55:50+00:00,Extremely,A lot,A lot,Moderately,No / not yet,25,Prefer not to say,A lot,Extremely,At least until master's degree,A lot,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ebedd993-94a3-4647-b43a-9516b1639ca8,en,pretest
80,2018-04-08 16:30:07+00:00,A lot,Slightly,A lot,A lot,No / not yet,24,Prefer not to say,A lot,Moderately,Until the end of high school,Moderately,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ea0bd51b-a9fd-41a1-b9c8-966739cd3252,en,pretest
84,2018-04-09 00:18:15+00:00,Extremely,Extremely,A lot,A lot,No / not yet,17,Male,A lot,Extremely,Until the end of high school,Moderately,"Yes, and I know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a4f11759-eb3a-424a-b0c4-9df3878254bb,en,pretest
85,2018-04-09 10:50:47+00:00,Moderately,Moderately,Moderately,Moderately,No / not yet,40,Male,Moderately,Moderately,Until the end of high school,Not at all,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7be5fe32-4fd0-429d-8cb2-fcde6b14ac44,en,pretest
90,2018-04-10 16:20:43+00:00,Not at all,Not at all,Not at all,Not at all,No / not yet,6,Male,Extremely,A lot,Not even in middle school,Extremely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40190ac5-c7b4-4b92-982d-018f1e8f46e0,en,pretest
91,2018-04-10 16:27:40+00:00,Moderately,Moderately,Slightly,Slightly,No / not yet,27,Female,Slightly,A lot,Until bachelor's degree,Rarely,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,33e5ad8b-240a-4498-97f0-34bba87e4e22,en,pretest
92,2018-04-10 22:17:33+00:00,A lot,A lot,Moderately,Slightly,No / not yet,24,Female,Not at all,Moderately,Until the end of high school,Rarely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2960e8ec-42b7-4769-b1b7-a6fd576c7729,en,pretest
93,2018-04-11 00:56:06+00:00,Extremely,Extremely,A lot,A lot,No / not yet,18,Male,A lot,Extremely,Until the end of high school,Moderately,No,Yes,Not applicable: not played yet,Edit the DNA of the bacterium,I don't know,Ampicillin,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, when the GFP device is equipped",I don't know,It produces arabinose all the time,,8e8acb8f-c28c-4822-8209-781995b5067e,en,pretest
94,2018-04-11 01:33:59+00:00,Extremely,Extremely,A lot,A lot,I just played for the first time,18,Male,A lot,Extremely,Until the end of high school,Moderately,No,Yes,Extremely,Edit the DNA of the bacterium,DNA sequences,Ampicillin,Plasmid,TER,TER,PR,TER,CDS,RBS,PR,CDS,PR,RBS,Plasmid,RBS,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,It produces arabinose all the time,"Very fun game, surprising to see how much I learned in a little amount of time.",8e8acb8f-c28c-4822-8209-781995b5067e,en,posttest
95,2018-04-11 02:08:20+00:00,Slightly,Not at all,Extremely,A lot,No / not yet,32,Male,Extremely,Moderately,Until the end of high school,Extremely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,071217d3-ecdd-45ee-987c-010900629fe7,en,pretest
96,2018-04-11 02:10:26+00:00,Moderately,Slightly,Slightly,Slightly,I played it some time ago,91,Female,Not at all,Not at all,Until the end of middle school,Not at all,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ok,31902fe1-9ae8-4bd3-b8e5-71286ab18eb7,en,pretest
97,2018-04-11 04:25:03+00:00,A lot,A lot,Slightly,Slightly,No / not yet,20,Female,Slightly,Slightly,At least until master's degree,Rarely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eca5873a-f404-4901-83b9-f5a77ba0ee58,en,pretest
98,2018-04-11 04:26:10+00:00,A lot,A lot,Slightly,Slightly,No / not yet,20,Female,Slightly,Slightly,At least until master's degree,Rarely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eca5873a-f404-4901-83b9-f5a77ba0ee58,en,pretest
99,2018-04-11 05:46:19+00:00,Not at all,Not at all,Not at all,Not at all,No / not yet,12,Female,Not at all,Not at all,Not even in middle school,Not at all,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f683961f-ae3b-4c05-824b-9f54fbf06840,en,pretest
102,2018-04-12 08:05:46+00:00,Moderately,Moderately,Moderately,Moderately,No / not yet,48,Male,Moderately,Moderately,Until the end of high school,Moderately,"Yes, and I know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2ad10897-b143-45f4-9a78-60ee4bcecc80,en,pretest
103,2018-04-12 17:10:58+00:00,A lot,A lot,Extremely,A lot,No / not yet,45,Male,Extremely,A lot,Until bachelor's degree,Extremely,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9c85179a-12f0-4c8b-910b-148ffffd9b08,en,pretest
105,2018-04-12 21:42:12+00:00,Moderately,A lot,Extremely,A lot,No / not yet,28,Male,Extremely,A lot,Until the end of high school,A lot,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,86188001-5965-43c7-94a1-66da24609861,en,pretest
106,2018-04-12 22:05:37+00:00,Moderately,Moderately,Moderately,Moderately,No / not yet,18,Male,Moderately,Moderately,Until the end of high school,Moderately,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,967c3d6e-e07c-453f-b503-6b02bcdca701,en,pretest
107,2018-04-13 07:36:14+00:00,A lot,Moderately,A lot,A lot,No / not yet,30,Female,A lot,A lot,At least until master's degree,Moderately,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I came for the video game and I strictly never heard about synthetic biology before. I hope I'll discover that field with the game and/or after,62f795aa-d6ea-4126-8330-8a832b2e2160,en,pretest
110,2018-04-13 13:26:38+00:00,A lot,Extremely,Extremely,Extremely,I just played for the first time,,,,,,,,,A lot,Gather nanorobots,DNA sequences,Arabinose,I don't know,TER,I don't know,None of these,TER,PR,I don't know,I don't know,CDS,None of these,None of these,Plasmid,RBS,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,It generates green fluorescence,The bricks are not well-ordered,It generates green fluorescence in presence of arabinose inducer,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Nothing,"It produces more and more arabinose after being induced, because it induces itself",,ee70d80e-995d-437b-9808-c6a34cfad9be,en,posttest
112,2018-04-13 15:54:51+00:00,A lot,A lot,Slightly,Slightly,No / not yet,24,Other,Moderately,A lot,Until the end of high school,Moderately,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b1b936ec-7250-4da5-8f7f-93c3465c682f,en,pretest
118,2018-04-14 20:03:35+00:00,A lot,A lot,A lot,A lot,I played it some time ago,17,Male,A lot,Moderately,Until the end of high school,Moderately,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5665648b-534c-4cd1-81ea-03af85193523,en,pretest
119,2018-04-15 09:21:37+00:00,Extremely,A lot,Moderately,Moderately,No / not yet,29,Female,Moderately,Extremely,At least until master's degree,Rarely,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e9b9f9a0-0472-4130-a940-9297f0507b20,en,pretest
121,2018-04-15 23:08:40+00:00,Moderately,Moderately,Moderately,Moderately,No / not yet,87,Female,Slightly,A lot,At least until master's degree,Not at all,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b68e5dcc-3f99-41e4-adc4-c319e92cae1c,en,pretest
122,2018-04-16 15:57:17+00:00,Extremely,A lot,Moderately,Slightly,No / not yet,16,Female,Moderately,A lot,Not even in middle school,Moderately,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61f5f86b-6af2-49f2-a7be-bfd97a75959e,en,pretest
123,2018-04-16 18:19:01+00:00,A lot,Extremely,A lot,Moderately,No / not yet,23,Female,Extremely,Extremely,At least until master's degree,A lot,"Yes, and I know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4a4fb145-e85c-4d03-bedc-e39246f4320d,en,pretest
125,2018-04-17 12:14:03+00:00,Extremely,Extremely,Extremely,Extremely,No / not yet,29,Female,Extremely,Extremely,Until the end of high school,Extremely,No,Yes,Not applicable: not played yet,Edit the DNA of the bacterium,I don't know,Ampicillin,I don't know,I don't know,I don't know,I don't know,TER,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Flagella quickly disappear one by one,I don't know,i found it very strange to have questions about the game when i never played it,f0a395fa-20c3-48e5-a928-ecfd7d2fb40a,en,pretest
131,2018-04-18 08:24:10+00:00,A lot,A lot,A lot,A lot,No / not yet,30,Female,Moderately,A lot,Until bachelor's degree,Rarely,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,349758c7-dc37-48ec-ab28-c7ce31adfc1b,en,pretest
134,2018-04-18 11:25:16+00:00,Moderately,Moderately,Slightly,Moderately,I just played for the first time,,,,,,,,,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,3bce59e8-bf13-4a95-a6af-b6c959aa369e,en,posttest
136,2018-04-18 13:14:51+00:00,Extremely,Extremely,Extremely,Extremely,No / not yet,23,Male,Extremely,Extremely,At least until master's degree,Moderately,"Yes, and I know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca3c6d9a-5d8f-4333-93d6-bbc4b0c5e32e,en,pretest
137,2018-04-18 13:35:46+00:00,Moderately,Not at all,Slightly,Slightly,No / not yet,14,Male,Slightly,Moderately,Until the end of middle school,Moderately,No,Yes,Not applicable: not played yet,I don't know,I don't know,Ampicillin,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,doesn't work if you don't fill the extra 5 minutes on windows asus ux360cak chrome,884a5530-047a-4ff6-9237-784ccea05ea4,en,pretest
140,2018-04-18 23:07:15+00:00,Not at all,Not at all,Not at all,Not at all,No / not yet,19,Male,A lot,Not at all,Not even in middle school,Not at all,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0b1ecca7-5276-4ec7-a05c-9fafe8c19d7b,en,pretest
141,2018-04-18 23:25:47+00:00,Moderately,Extremely,A lot,Extremely,No / not yet,17,Male,A lot,A lot,Until the end of high school,A lot,"Yes, but I don't exactly know what it means",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,abbf78ac-d9aa-4fb0-aa0b-f5f40a57838e,en,pretest
142,2018-04-18 23:27:26+00:00,Not at all,Not at all,Not at all,Not at all,I played recently on an other computer,15,Female,Not at all,Not at all,Not even in middle school,Not at all,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,066d77c2-f8ef-439f-95ef-70b5a6a25cc7,en,posttest
